#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
33198813	Dusal.0001s00001	Dusal.0001s00001.1	Dusal.0001s00001.1.p												
33198828	Dusal.0001s00037	Dusal.0001s00037.1	Dusal.0001s00037.1.p	PF00400	PTHR22840	KOG2444			GO:0005515	AT2G34260.1		transducin family protein / WD-40 repeat family protein	Cre02.g113250.t1.1	g2332.t1	
33198820	Dusal.0001s00038	Dusal.0001s00038.1	Dusal.0001s00038.1.p												
33198830	Dusal.0001s00039	Dusal.0001s00039.1	Dusal.0001s00039.1.p												
33198798	Dusal.0001s00040	Dusal.0001s00040.1	Dusal.0001s00040.1.p	PF01249	PTHR10442	KOG3486		K02971	GO:0006412,GO:0005840,GO:0005622,GO:0003735	AT5G27700.1		Ribosomal protein S21e 	Cre03.g203450.t1.2	g4248.t1,Cre03.g203450.t1.1	Ribosomal protein S21, component of cytosolic 80S ribosome and 40S small subunit
33198809	Dusal.0001s00041	Dusal.0001s00041.1	Dusal.0001s00041.1.p												
33198778	Dusal.0001s00042	Dusal.0001s00042.1	Dusal.0001s00042.1.p	PF00450	PTHR11802,PTHR11802:SF30	KOG1282	3.4.16.5	K09645	GO:0006508,GO:0004185	AT1G15000.1	scpl50	serine carboxypeptidase-like 50	Cre02.g116500.t1.1	g2411.t1,CPY3	Serine carboxypeptidase
33198770	Dusal.0001s00043	Dusal.0001s00043.1	Dusal.0001s00043.1.p	PF16113	PTHR11941,PTHR11941:SF20	KOG1680	4.1.3.36	K01661		AT1G60550.1	DHNS,ECHID	enoyl-CoA hydratase/isomerase D	Cre02.g114250.t1.2	g2359.t1,Cre02.g114250.t1.1,MEN2	Naphthoate synthase
33198822	Dusal.0001s00044	Dusal.0001s00044.1	Dusal.0001s00044.1.p												
33198801	Dusal.0001s00045	Dusal.0001s00045.1	Dusal.0001s00045.1.p	PF04677,PF04676	PTHR12072,PTHR12072:SF5					AT1G56290.1		CwfJ-like family protein	Cre17.g741550.t1.2	g17936.t1,Cre17.g741550.t1.1	
33198802	Dusal.0001s00045	Dusal.0001s00045.2	Dusal.0001s00045.2.p	PF04677,PF04676	PTHR12072,PTHR12072:SF5					AT1G56290.1		CwfJ-like family protein	Cre17.g741550.t1.2	g17936.t1,Cre17.g741550.t1.1	
33198803	Dusal.0001s00045	Dusal.0001s00045.3	Dusal.0001s00045.3.p	PF04677,PF04676	PTHR12072,PTHR12072:SF5					AT1G56290.1		CwfJ-like family protein	Cre17.g741550.t1.2	g17936.t1,Cre17.g741550.t1.1	
33198784	Dusal.0001s00046	Dusal.0001s00046.1	Dusal.0001s00046.1.p		PTHR23083,PTHR23083:SF403			K12855		AT3G17040.1	HCF107	high chlorophyll fluorescent 107	Cre09.g389615.t1.1	g9646.t1,Cre02.g124700.t1.1,Cre02.g124700.t1.2	
33198785	Dusal.0001s00046	Dusal.0001s00046.2	Dusal.0001s00046.2.p										Cre09.g389615.t1.1	g9646.t1,Cre02.g124700.t1.1,Cre02.g124700.t1.2	
33198818	Dusal.0001s00047	Dusal.0001s00047.1	Dusal.0001s00047.1.p												
33198811	Dusal.0001s00048	Dusal.0001s00048.1	Dusal.0001s00048.1.p	PF00444		KOG4122			GO:0006412,GO:0005840,GO:0005622,GO:0003735				Cre09.g388150.t1.2	g9540.t1,Cre09.g388150.t1.1,MRPL36	Mitochondrial ribosomal protein L36
33198829	Dusal.0001s00049	Dusal.0001s00049.1	Dusal.0001s00049.1.p	PF00850	PTHR10625,PTHR10625:SF109		3.5.1.98	K06067		AT4G38130.1	ATHD1,ATHDA19,HD1,HDA1,HDA19,RPD3A	histone deacetylase 1	Cre09.g387393.t1.1	g9585.t1,Cre02.g121850.t1.1,Cre02.g121850.t1.2	
33198779	Dusal.0001s00050	Dusal.0001s00050.1	Dusal.0001s00050.1.p												
33198805	Dusal.0001s00051	Dusal.0001s00051.1	Dusal.0001s00051.1.p	PF01789	PTHR31407,PTHR31407:SF16				GO:0019898,GO:0015979,GO:0009654,GO:0009523,GO:0005509	AT3G05410.2		Photosystem II reaction center PsbP family protein	Cre09.g389578.t1.1	g9645.t1,Cre02.g124650.t1.1,PSBP5	Thylakoid-anchored PsbP-like protein
33198789	Dusal.0001s00052	Dusal.0001s00052.1	Dusal.0001s00052.1.p	PF02383	PTHR11200,PTHR11200:SF170	KOG1889			GO:0042578	AT5G66020.1	ATSAC1B,ATSAC6,IBS2,SACIB	Phosphoinositide phosphatase family protein	Cre09.g388750.t1.2	g9525.t1,Cre09.g388750.t1.1,TEF21	Phosphoinositide phosphatase
33198796	Dusal.0001s00053	Dusal.0001s00053.1	Dusal.0001s00053.1.p												
33198827	Dusal.0001s00054	Dusal.0001s00054.1	Dusal.0001s00054.1.p												
33198782	Dusal.0001s00055	Dusal.0001s00055.1	Dusal.0001s00055.1.p		PTHR12187		3.1.3.66						Cre17.g742000.t1.2	g17945.t1,Cre17.g742000.t1.1,MOT8	Predicted protein
33187961	Dusal.0002s00001	Dusal.0002s00001.1	Dusal.0002s00001.1.p												
33187962	Dusal.0002s00001	Dusal.0002s00001.2	Dusal.0002s00001.2.p												
33188003	Dusal.0002s00002	Dusal.0002s00002.1	Dusal.0002s00002.1.p												
33187965	Dusal.0002s00003	Dusal.0002s00003.1	Dusal.0002s00003.1.p												
33187993	Dusal.0002s00004	Dusal.0002s00004.1	Dusal.0002s00004.1.p												
33187996	Dusal.0002s00005	Dusal.0002s00005.1	Dusal.0002s00005.1.p	PF16940	PTHR34935					AT1G06950.1	ATTIC110,TIC110	translocon at the inner envelope membrane of chloroplasts 110	Cre10.g452450.t1.2	g11113.t1,Cre10.g452450.t1.1,TIC110	110 kDa translocon of chloroplast envelope inner membrane
33187917	Dusal.0002s00006	Dusal.0002s00006.1	Dusal.0002s00006.1.p												
33187994	Dusal.0002s00007	Dusal.0002s00007.1	Dusal.0002s00007.1.p	PF08375,PF01399	PTHR10758,PTHR10758:SF2	KOG2581		K03033	GO:0042176,GO:0030234,GO:0000502,GO:0005515	AT1G20200.1	EMB2719,HAP15	PAM domain (PCI/PINT associated module) protein	Cre06.g275650.t1.2	g6180.t1,Cre06.g275650.t1.1,RPN3	26S proteasome regulatory subunit
33187997	Dusal.0002s00008	Dusal.0002s00008.1	Dusal.0002s00008.1.p	PF03226		KOG3399				AT4G27745.1		Yippee family putative zinc-binding protein	Cre08.g377550.t1.2	g8890.t1,Cre08.g377550.t1.1	
33187916	Dusal.0002s00009	Dusal.0002s00009.1	Dusal.0002s00009.1.p	PF03144,PF00679,PF14492,PF03764,PF00009	PTHR23115,PTHR23115:SF66			K02355	GO:0005525	AT1G62750.1	ATSCO1,ATSCO1/CPEF-G,SCO1	Translation elongation factor EFG/EF2 protein	Cre02.g076250.t1.1	g1368.t1	Chloroplast elongation factor G
33188010	Dusal.0002s00010	Dusal.0002s00010.1	Dusal.0002s00010.1.p												
33188008	Dusal.0002s00011	Dusal.0002s00011.1	Dusal.0002s00011.1.p	PF03635	PTHR11099	KOG1107		K18468	GO:0042147,GO:0030904,GO:0015031,GO:0008565	AT2G17790.1	VPS35A,ZIP3	VPS35 homolog A	Cre01.g029650.t1.1	g674.t1,VPS35	Subunit of Retromer complex
33188005	Dusal.0002s00012	Dusal.0002s00012.1	Dusal.0002s00012.1.p	PF03807,PF00745,PF05201	PTHR13812,PTHR13812:SF18		1.2.1.70	K02492	GO:0055114,GO:0050661,GO:0033014,GO:0008883	AT1G58290.1	HEMA1	Glutamyl-tRNA reductase family protein	Cre07.g342150.t1.2	g7943.t1,Cre07.g342150.t1.1,HEM1,HEMA	Glutamyl-tRNA reductase
33187966	Dusal.0002s00013	Dusal.0002s00013.1	Dusal.0002s00013.1.p	PF00149	PTHR36492,PTHR36492:SF2				GO:0016787				Cre06.g271188.t1.2	g6084.t1,Cre06.g271188.t1.1	
33187950	Dusal.0002s00014	Dusal.0002s00014.1	Dusal.0002s00014.1.p	PF14443	PTHR14304,PTHR14304:SF11				GO:0006355	AT2G03150.1	emb1579	ATP/GTP-binding protein family	Cre06.g283634.t2.1	g6595.t2	
33187975	Dusal.0002s00015	Dusal.0002s00015.1	Dusal.0002s00015.1.p	PF00400	PTHR19854,PTHR19854:SF15	KOG0279		K14555	GO:0005515	AT5G16750.1	TOZ	Transducin family protein / WD-40 repeat family protein	Cre07.g344050.t1.1	g8004.t1	
33187964	Dusal.0002s00016	Dusal.0002s00016.1	Dusal.0002s00016.1.p	PF08625	PTHR19854,PTHR19854:SF15				GO:0032040,GO:0006364	AT5G16750.1	TOZ	Transducin family protein / WD-40 repeat family protein	Cre07.g344050.t1.1	g8004.t1	
33187957	Dusal.0002s00017	Dusal.0002s00017.1	Dusal.0002s00017.1.p	PF09430	PTHR13605					AT2G25310.1		Protein of unknown function (DUF2012)	Cre07.g340650.t1.2	g7922.t1,Cre07.g340650.t1.1	
33187959	Dusal.0002s00018	Dusal.0002s00018.1	Dusal.0002s00018.1.p										Cre01.g012300.t1.1	g306.t1	
33187945	Dusal.0002s00019	Dusal.0002s00019.1	Dusal.0002s00019.1.p		PTHR36395					AT5G24460.1			Cre01.g012300.t1.1	g306.t1	
33187986	Dusal.0002s00020	Dusal.0002s00020.1	Dusal.0002s00020.1.p	PF04931	PTHR13213,PTHR13213:SF2				GO:0006351,GO:0003887,GO:0003677	AT5G64420.1		DNA polymerase V family	Cre01.g012350.t1.2	g307.t1,Cre01.g012350.t1.1	
33187998	Dusal.0002s00021	Dusal.0002s00021.1	Dusal.0002s00021.1.p	PF04931	PTHR13213,PTHR13213:SF2		2.7.7.7	K02331	GO:0006351,GO:0003887,GO:0003677	AT5G64420.1		DNA polymerase V family	Cre01.g012350.t1.2	g307.t1,Cre01.g012350.t1.1	
33187929	Dusal.0002s00022	Dusal.0002s00022.1	Dusal.0002s00022.1.p										Cre01.g012350.t1.2	g307.t1,Cre01.g012350.t1.1	
33187958	Dusal.0002s00023	Dusal.0002s00023.1	Dusal.0002s00023.1.p												
33187974	Dusal.0002s00024	Dusal.0002s00024.1	Dusal.0002s00024.1.p	PF01549			1.11.1.7						Cre14.g633300.t1.1	g15268.t1	
33187952	Dusal.0002s00025	Dusal.0002s00025.1	Dusal.0002s00025.1.p	PF00125	PTHR11426	KOG1745		K11253	GO:0003677,GO:0000786	AT4G40030.2		Histone superfamily protein	Cre17.g708700.t1.2	g17169.t1,Cre17.g708700.t1.1,HTR20	Histone H3
33188004	Dusal.0002s00026	Dusal.0002s00026.1	Dusal.0002s00026.1.p	PF15511	PTHR10484	KOG3467		K11251,K11254		AT3G53730.1		Histone superfamily protein	Cre06.g265450.t1.2	g5961.t1,Cre06.g265450.t1.1,HFO12	Histone H4
33187920	Dusal.0002s00027	Dusal.0002s00027.1	Dusal.0002s00027.1.p	PF00627,PF00179	PTHR24067,PTHR24067:SF29	KOG0418	6.3.2.19	K04649		AT5G50870.1	UBC27	ubiquitin-conjugating enzyme 27	Cre01.g046850.t1.2	g1041.t1,Cre01.g046850.t1.1,UBC13	
33187970	Dusal.0002s00028	Dusal.0002s00028.1	Dusal.0002s00028.1.p	PF14870	PTHR32010,PTHR32010:SF6					AT5G23120.1	HCF136	photosystem II stability/assembly factor, chloroplast (HCF136)	Cre06.g273700.t1.2	g6140.t1,Cre06.g273700.t1.1,HCF136	
33187988	Dusal.0002s00029	Dusal.0002s00029.1	Dusal.0002s00029.1.p												
33187933	Dusal.0002s00030	Dusal.0002s00030.1	Dusal.0002s00030.1.p	PF17125,PF01189	PTHR22807,PTHR22807:SF30	KOG1122	2.1.1.176	K14835	GO:0008168	AT4G26600.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre06.g273413.t1.1	g6134.t1	
33187978	Dusal.0002s00031	Dusal.0002s00031.1	Dusal.0002s00031.1.p	PF15511	PTHR10484	KOG3467		K11251,K11254		AT3G53730.1		Histone superfamily protein	Cre06.g265450.t1.2	g5961.t1,Cre06.g265450.t1.1,HFO12	Histone H4
33187934	Dusal.0002s00032	Dusal.0002s00032.1	Dusal.0002s00032.1.p	PF00125	PTHR11426	KOG1745		K11253	GO:0003677,GO:0000786	AT4G40030.2		Histone superfamily protein	Cre17.g708700.t1.2	g17169.t1,Cre17.g708700.t1.1,HTR20	Histone H3
33187925	Dusal.0002s00033	Dusal.0002s00033.1	Dusal.0002s00033.1.p	PF00160,PF01549	PTHR33344	KOG0881	3.4.24.21		GO:0006457,GO:0003755,GO:0000413	AT4G17070.1		peptidyl-prolyl cis-trans isomerases	Cre02.g080850.t1.2	g1478.t1,Cre02.g080850.t1.1,CYN11	
33187942	Dusal.0002s00034	Dusal.0002s00034.1	Dusal.0002s00034.1.p	PF13793,PF00156	PTHR10210,PTHR10210:SF45	KOG1448	2.7.6.1		GO:0009116	AT2G42910.1		Phosphoribosyltransferase family protein	Cre09.g394550.t1.2	g9399.t1,Cre09.g394550.t1.1	Ribose-phosphate pyrophosphokinase
33187984	Dusal.0002s00035	Dusal.0002s00035.1	Dusal.0002s00035.1.p	PF00076	PTHR24012,PTHR24012:SF442	KOG0105		K12890	GO:0003676	AT3G49430.2	SRp34a	SER/ARG-rich protein 34A	Cre06.g278239.t2.1	g6381.t1,Cre13.g600300.t2.1	Serine/arginine-rich pre-mRNA splicing factor
33187985	Dusal.0002s00035	Dusal.0002s00035.2	Dusal.0002s00035.2.p	PF00076	PTHR24012,PTHR24012:SF442				GO:0003676	AT1G02840.1	ATSRP34,SR1,SRP34	RNA-binding (RRM/RBD/RNP motifs) family protein	Cre06.g278239.t2.1	g6381.t1,Cre13.g600300.t2.1	Serine/arginine-rich pre-mRNA splicing factor
33187941	Dusal.0002s00036	Dusal.0002s00036.1	Dusal.0002s00036.1.p	PF00125,PF16211	PTHR23430	KOG1756		K11251	GO:0003677	AT1G51060.1	HTA10	histone H2A 10	Cre06.g264950.t1.2	g5951.t1,Cre06.g264950.t1.1,HTA12,HTA13	Histone H2A
33187953	Dusal.0002s00037	Dusal.0002s00037.1	Dusal.0002s00037.1.p	PF06858	PTHR11702,PTHR11702:SF28			K06943	GO:0005525	AT1G80770.1	PDE318	P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre08.g384355.t1.1	g9046.t1	
33187926	Dusal.0002s00038	Dusal.0002s00038.1	Dusal.0002s00038.1.p	PF00125	PTHR11426	KOG1745		K11253	GO:0003677,GO:0000786	AT4G40030.2		Histone superfamily protein	Cre17.g708700.t1.2	g17169.t1,Cre17.g708700.t1.1,HTR20	Histone H3
33187918	Dusal.0002s00039	Dusal.0002s00039.1	Dusal.0002s00039.1.p	PF15511	PTHR10484	KOG3467		K11251,K11254		AT3G53730.1		Histone superfamily protein	Cre06.g265450.t1.2	g5961.t1,Cre06.g265450.t1.1,HFO12	Histone H4
33187927	Dusal.0002s00040	Dusal.0002s00040.1	Dusal.0002s00040.1.p	PF00117		KOG3179				AT2G23970.1		Class I glutamine amidotransferase-like superfamily protein	Cre07.g346650.t1.1	g8066.t1	
33187968	Dusal.0002s00041	Dusal.0002s00041.1	Dusal.0002s00041.1.p		PTHR10644,PTHR10644:SF2			K14401		AT5G51660.1	ATCPSF160,CPSF160	cleavage and polyadenylation specificity factor 160	Cre13.g573450.t1.2	g14099.t1,Cre13.g573450.t1.1,CPS	
33188002	Dusal.0002s00042	Dusal.0002s00042.1	Dusal.0002s00042.1.p							AT5G51660.1	ATCPSF160,CPSF160	cleavage and polyadenylation specificity factor 160	Cre13.g573450.t1.2	g14099.t1,Cre13.g573450.t1.1,CPS	
33187936	Dusal.0002s00043	Dusal.0002s00043.1	Dusal.0002s00043.1.p		PTHR10644,PTHR10644:SF2			K14401		AT5G51660.1	ATCPSF160,CPSF160	cleavage and polyadenylation specificity factor 160	Cre13.g573450.t1.2	g14099.t1,Cre13.g573450.t1.1,CPS	
33187930	Dusal.0002s00044	Dusal.0002s00044.1	Dusal.0002s00044.1.p	PF03178	PTHR10644,PTHR10644:SF2			K14401	GO:0005634,GO:0003676	AT5G51660.1	ATCPSF160,CPSF160	cleavage and polyadenylation specificity factor 160	Cre13.g573450.t1.2	g14099.t1,Cre13.g573450.t1.1,CPS	
33187932	Dusal.0002s00044	Dusal.0002s00044.2	Dusal.0002s00044.2.p	PF03178	PTHR10644,PTHR10644:SF2			K14401	GO:0005634,GO:0003676	AT5G51660.1	ATCPSF160,CPSF160	cleavage and polyadenylation specificity factor 160	Cre13.g573450.t1.2	g14099.t1,Cre13.g573450.t1.1,CPS	
33187931	Dusal.0002s00044	Dusal.0002s00044.3	Dusal.0002s00044.3.p	PF03178	PTHR10644,PTHR10644:SF2				GO:0005634,GO:0003676	AT5G51660.1	ATCPSF160,CPSF160	cleavage and polyadenylation specificity factor 160	Cre13.g573450.t1.2	g14099.t1,Cre13.g573450.t1.1,CPS	
33187992	Dusal.0002s00045	Dusal.0002s00045.1	Dusal.0002s00045.1.p												
33187946	Dusal.0002s00046	Dusal.0002s00046.1	Dusal.0002s00046.1.p	PF00481	PTHR13832	KOG0698	3.1.3.16		GO:0003824,GO:0006470,GO:0004722	AT2G40180.1	ATHPP2C5,PP2C5	phosphatase 2C5			
33187924	Dusal.0002s00047	Dusal.0002s00047.1	Dusal.0002s00047.1.p	PF12850	PTHR11124,PTHR11124:SF12	KOG3325		K18467	GO:0042147,GO:0030904	AT3G47810.1	ATVPS29,MAG1,VPS29	Calcineurin-like metallo-phosphoesterase superfamily protein	Cre12.g499900.t1.2	g12579.t1,Cre12.g499900.t1.1,VPS29	Subunit of Retromer complex
33187935	Dusal.0002s00048	Dusal.0002s00048.1	Dusal.0002s00048.1.p										Cre07.g328750.t1.2	g7645.t1,Cre07.g328750.t1.1	
33187956	Dusal.0002s00049	Dusal.0002s00049.1	Dusal.0002s00049.1.p	PF00240					GO:0005515	AT5G58020.1			Cre03.g150650.t1.2	g3064.t1,Cre03.g150650.t1.1	
33187991	Dusal.0002s00050	Dusal.0002s00050.1	Dusal.0002s00050.1.p							AT4G02725.1					
33187971	Dusal.0002s00051	Dusal.0002s00051.1	Dusal.0002s00051.1.p	PF00248	PTHR11732	KOG1577	1.1.1.2			AT2G37760.1		NAD(P)-linked oxidoreductase superfamily protein	Cre06.g276050.t1.2	g6188.t1,Cre06.g276050.t1.1,AKR2	
33187973	Dusal.0002s00052	Dusal.0002s00052.1	Dusal.0002s00052.1.p	PF13602	PTHR11695,PTHR11695:SF509	KOG1198			GO:0055114,GO:0016491,GO:0008270	AT1G23740.1		Oxidoreductase, zinc-binding dehydrogenase family protein	Cre06.g297400.t1.1	g6879.t1	
33187949	Dusal.0002s00053	Dusal.0002s00053.1	Dusal.0002s00053.1.p			KOG3903		K13105		AT2G19270.1			Cre06.g278258.t1.1	g6399.t1,Cre13.g601200.t1.1	
33187967	Dusal.0002s00054	Dusal.0002s00054.1	Dusal.0002s00054.1.p	PF15253	PTHR15128,PTHR15128:SF0								Cre26.g756947.t1.1	g18296.t1,Cre84.g796450.t1.1	
33187977	Dusal.0002s00055	Dusal.0002s00055.1	Dusal.0002s00055.1.p	PF05419	PTHR34800,PTHR34800:SF1					AT3G59400.1	GUN4	enzyme binding;tetrapyrrole binding	Cre05.g246800.t1.2	g5196.t1,Cre05.g246800.t1.1	Tetrapyrrole-binding protein
33187990	Dusal.0002s00056	Dusal.0002s00056.1	Dusal.0002s00056.1.p	PF00153	PTHR24089,PTHR24089:SF0	KOG0752				AT4G01100.2	ADNT1	adenine nucleotide transporter 1	Cre03.g202400.t1.2	g4272.t1,Cre03.g202400.t1.1,MITC10	Mitochondrial substrate carrier protein
33188000	Dusal.0002s00057	Dusal.0002s00057.1	Dusal.0002s00057.1.p	PF00067	PTHR24291	KOG0157	1.3.3.9		GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT3G14630.1	CYP72A9	cytochrome P450, family 72, subfamily A, polypeptide 9	Cre07.g356250.t1.1	g8282.t1,CYP23	Cytochrome P450, CYP197 superfamily
33188001	Dusal.0002s00057	Dusal.0002s00057.2	Dusal.0002s00057.2.p	PF00067	PTHR24305	KOG0157	1.3.3.9	K10717	GO:0055114,GO:0020037,GO:0016705,GO:0005506	AT3G14630.1	CYP72A9	cytochrome P450, family 72, subfamily A, polypeptide 9	Cre07.g354450.t1.2	g8245.t1,Cre07.g354450.t1.1,CYP22,CYP743B1	Cytochrome P450, CYP197 superfamily
33187963	Dusal.0002s00058	Dusal.0002s00058.1	Dusal.0002s00058.1.p												
33188007	Dusal.0002s00059	Dusal.0002s00059.1	Dusal.0002s00059.1.p												
33187937	Dusal.0002s00060	Dusal.0002s00060.1	Dusal.0002s00060.1.p												
