S614	73933	74233
S614	102402	102502
S614	198720	198920
S63	380255	380355
S64	326452	326652
S640	69306	69406
S65	49345	49445
S669	21772	21872
S67	113477	113577
S67	139106	139406
S671	18655	18755
S671	24478	24578
S695	19103	19403
S695	261558	261658
S698	86555	86655
S698	99062	99362
S7	122912	123012
S7	135963	136063
S7	446124	446324
S7	481653	481853
S7	632791	632891
S7	639260	639560
S70	508541	508741
S70	592862	593062
S70	1214283	1214483
S70	1545383	1545483
S70	1728993	1729193
S71	91708	92008
S72	75461	75561
S72	296743	296843
S722	112934	113034
S722	193119	193419
S73	239399	239699
S730	91876	92176
S74	255554	255654
S74	600303	600403
S75	135526	135626
S76	332957	333057
S76	404758	404958
S76	537918	538218
S76	644332	644632
S76	697550	697650
S766	154088	154288
S770	27047	27247
S771	123071	123371
S774	150332	150532
S8	289191	289291
S80	246862	246962
S81	161915	162015
S818	64797	64997
S82	274709	275009
S82	528254	528554
S83	45383	45483
S83	173141	173241
S83	185514	185614
S83	203630	203930
S83	471724	472024
S83	760181	760481
S83	882766	882866
S85	88878	88978
S894	106561	106761
S896	46196	46396
S9	136004	136304
S90	358748	359048
S90	475277	475377
S90	568912	569112
S90	604659	604759
S90	803681	803881
S91	178058	178158
S91	256960	257060
S93	397423	397623
S93	727817	727917
S93	904039	904339
S95	125279	125479
S97	196556	196656
S98	39308	39608
S98	43400	43700
S990	11092	11292
