locusName	arabi-defline
Cz01g06140	
Cz01g06150	Glycosyl hydrolase superfamily protein
Cz01g06160	
Cz01g06170	alpha/beta-Hydrolases superfamily protein
Cz01g06180	
Cz01g06190	
Cz01g06200	
Cz01g06210	
Cz01g06220	Cystathionine beta-synthase (CBS) family protein
Cz01g06230	
Cz01g06240	
Cz01g06250	
Cz01g06260	peroxin 6
Cz01g07010	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Cz01g07020	Ca2+-activated RelA/spot homolog
Cz01g07030	
Cz01g07040	Phosphoenolpyruvate carboxylase family protein
Cz01g07050	copper ion binding
Cz01g07060	Protein phosphatase 2C family protein
Cz01g07070	AT hook motif DNA-binding family protein
Cz01g07080	AMP-dependent synthetase and ligase family protein
Cz01g07090	
Cz01g07100	
Cz01g07110	phosphate transporter 4;1
Cz01g07120	
Cz01g07130	
Cz01g07140	
Cz01g07150	Nucleic acid-binding, OB-fold-like protein
Cz01g07160	plastidic GLC translocator
Cz01g07170	nucleotide repair protein, putative
Cz01g07180	cyclin a2;1
Cz01g07190	
Cz01g07200	
Cz01g07210	Acyl-CoA N-acyltransferase with RING/FYVE/PHD-type zinc finger domain
Cz01g07220	DEAD/DEAH box RNA helicase family protein
Cz01g07230	DEAD/DEAH box RNA helicase family protein
Cz01g07240	RNA polymerase I specific transcription initiation factor RRN3 protein
Cz01g07250	
Cz01g08010	ubiquitin-associated (UBA)/TS-N domain-containing protein
Cz01g08020	ubiquitin-associated (UBA)/TS-N domain-containing protein
Cz01g08030	regulatory protein RecX family protein
Cz01g08040	FTSH protease 8
Cz01g08050	double-stranded RNA binding protein-related / DsRBD protein-related
Cz01g08060	double-stranded RNA binding protein-related / DsRBD protein-related
Cz01g08070	
Cz01g08080	kinesin 2
Cz01g08090	
Cz01g08100	
Cz01g08110	
Cz01g08120	
Cz01g08130	
Cz01g08140	recA DNA recombination family protein
Cz01g08150	recA DNA recombination family protein
Cz01g08160	Pseudouridine synthase family protein
Cz01g08170	
Cz01g08180	camphor resistance CrcB family protein
Cz01g08190	NagB/RpiA/CoA transferase-like superfamily protein
Cz01g08200	Ribosomal protein L24e family protein
Cz01g08210	Ribosomal L38e protein family
Cz01g08220	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cz01g08230	carboxypeptidase D, putative
Cz01g08240	vacuolar ATP synthase subunit D (VATD) / V-ATPase D subunit / vacuolar proton pump D subunit (VATPD)
Cz01g08250	thioredoxin 2
Cz01g08260	RADIATION SENSITIVE 17
Cz01g08270	
Cz01g08280	
Cz01g08290	SOUL heme-binding family protein
Cz01g08300	
Cz01g09010	
Cz01g09020	Transcription factor jumonji (jmjC) domain-containing protein
Cz01g09030	
Cz01g09040	
Cz01g09050	cullin 3
Cz01g09060	
Cz01g09070	
Cz01g09080	MUTS homolog 6
Cz01g09090	Tudor/PWWP/MBT superfamily protein
Cz01g09100	Calcium-dependent protein kinase (CDPK) family protein
Cz01g09110	
Cz01g09120	
Cz01g09130	
Cz01g09140	
Cz01g09150	Membrane insertion protein, OxaA/YidC with tetratricopeptide repeat domain
Cz01g09160	Thioesterase superfamily protein
Cz01g09170	
Cz01g09180	
Cz01g09190	
Cz01g09200	
Cz01g09210	
Cz01g09220	
Cz01g09230	
Cz01g09240	
Cz01g09250	
Cz01g09260	
Cz01g09270	
Cz01g09280	
Cz01g09290	RAB GTPase 11C
Cz01g09300	nucleolin like 1
Cz01g10010	alpha/beta-Hydrolases superfamily protein
Cz01g10020	high mobility group B2
Cz01g10030	
Cz01g10040	Plastid-lipid associated protein PAP / fibrillin family protein
Cz01g10050	plus-3 domain-containing protein
Cz01g10060	16S rRNA processing protein RimM family
Cz01g10070	
Cz01g10080	
Cz01g10090	adenosine kinase 2
Cz01g10100	adenosine kinase 2
Cz01g10110	
Cz01g10120	adenosine kinase 2
Cz01g10130	
Cz01g10140	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cz01g10150	
Cz01g10160	
Cz01g10170	
Cz01g10180	aminopeptidases
Cz01g10190	homolog of RAD54
Cz01g10200	homolog of RAD54
Cz01g10210	beta-glucosidase 45
Cz01g10220	CBS domain-containing protein with a domain of unknown function (DUF21)
Cz01g10230	DNAJ heat shock N-terminal domain-containing protein
Cz01g10240	ankyrin repeat-containing protein 2
Cz01g11010	
Cz01g11020	
Cz01g11030	
Cz01g11040	Alpha-L RNA-binding motif/Ribosomal protein S4 family protein
Cz01g11050	
Cz01g11060	C2 domain-containing protein
Cz01g11070	
Cz01g11080	nudix hydrolase homolog 8
Cz01g11090	ZIP metal ion transporter family
Cz01g11100	glutathione reductase
Cz01g11110	
Cz01g11120	transferases, transferring glycosyl groups
Cz01g11130	
Cz01g11140	transferases, transferring glycosyl groups
Cz01g11150	arginine-rich cyclin 1
Cz01g11160	
Cz01g11170	HOPM interactor 7
Cz01g11180	
Cz01g11190	
Cz01g11200	
Cz01g11210	partner of SLD five 1
Cz01g11220	
Cz01g11230	
Cz01g12010	Alternative oxidase family protein
Cz01g12020	alfin-like 1
Cz01g12030	
Cz01g12040	Transducin/WD40 repeat-like superfamily protein
Cz01g12050	Asparagine synthase family protein
Cz01g12060	
Cz01g12070	
Cz01g12080	
Cz01g12090	Enhancer of polycomb-like transcription factor protein
Cz01g12100	
Cz01g12110	
Cz01g12120	
Cz01g12130	
Cz01g12140	Nodulin MtN21 /EamA-like transporter family protein
Cz01g12150	
Cz01g12160	diacylglycerol kinase 5
Cz01g12170	Mo25 family protein
Cz01g12180	calcium-dependent protein kinase 19
Cz01g12190	
Cz01g12200	glutaredoxin 4
Cz01g12210	
Cz01g12220	
Cz01g12230	
Cz01g13010	DNAJ heat shock N-terminal domain-containing protein
Cz01g13020	FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Cz01g13030	DNA binding;DNA-directed RNA polymerases
Cz01g13040	DNA binding;DNA-directed RNA polymerases
Cz01g13050	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cz01g13060	zinc finger protein-related
Cz01g13070	
Cz01g13080	
Cz01g13090	Ankyrin repeat family protein
Cz01g13100	
Cz01g13110	expansin A20
Cz01g13120	
Cz01g13130	emp24/gp25L/p24 family/GOLD family protein
Cz01g13140	
Cz01g13150	nuclear transport factor 2B
Cz01g13160	uricase / urate oxidase / nodulin 35, putative
Cz01g13170	Chaperone DnaJ-domain superfamily protein
Cz01g13180	TRS120
Cz01g13190	Nodulin MtN3 family protein
Cz01g13200	cyanase
Cz01g13210	P-type ATP-ase 1
Cz01g13220	
Cz01g13230	CW7
Cz01g13240	Galactose oxidase/kelch repeat superfamily protein
Cz01g13250	PNAS-3 related
Cz01g13260	
Cz01g13270	
Cz01g13280	Dihydropterin pyrophosphokinase / Dihydropteroate synthase
Cz01g13290	
Cz01g14010	DA1
Cz01g14020	ARM repeat superfamily protein
Cz01g14030	MUTL-homologue 1
Cz01g14040	Surfeit locus 1 cytochrome c oxidase biogenesis protein
Cz01g14050	MUTL-homologue 1
Cz01g14060	
Cz01g14070	RNA helicase 1
Cz01g14080	Phosphatidic acid phosphatase (PAP2) family protein
Cz01g14090	Protein kinase superfamily protein
Cz01g14100	MUTM homolog-1
Cz01g14110	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cz01g14120	
Cz01g14130	SMAD/FHA domain-containing protein
Cz01g14140	GATA transcription factor 11
Cz01g14150	
Cz01g14160	DNAJ heat shock family protein
Cz01g14170	3-methylcrotonyl-CoA carboxylase
Cz01g14180	NAD(P)-binding Rossmann-fold superfamily protein
Cz01g14190	SIN3-like 4
Cz01g14200	DegP protease 7
Cz01g14210	ubiquitin-specific protease 27
Cz01g14220	
Cz01g14230	sumo conjugation enzyme 1
Cz01g14240	methylthioadenosine nucleosidase 1
Cz01g14250	Pyridoxamine 5\'-phosphate oxidase family protein
Cz01g14260	transducin family protein / WD-40 repeat family protein
Cz01g15010	Transducin/WD40 repeat-like superfamily protein
Cz01g15020	NDR1/HIN1-like 8
Cz01g15030	dolichol phosphate-mannose biosynthesis regulatory protein-related
Cz01g15040	Tetratricopeptide repeat (TPR)-like superfamily protein
Cz01g15050	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cz01g15060	carotenoid cleavage dioxygenase 7
Cz01g15070	Tetratricopeptide repeat (TPR)-like superfamily protein
Cz01g15080	
Cz01g15090	E3 ubiquitin ligase SCF complex subunit SKP1/ASK1 family protein
Cz01g15100	
Cz01g15110	
Cz01g15120	
Cz01g15130	Folylpolyglutamate synthetase family protein
Cz01g15140	
Cz01g15150	SHK1 binding protein 1
Cz01g15160	
Cz01g15170	DYNAMIN-like 1C
Cz01g15180	Protein kinase superfamily protein
Cz01g15190	
Cz01g15200	alpha/beta-Hydrolases superfamily protein
Cz01g15210	
Cz01g15220	
Cz01g15230	Homeodomain-like superfamily protein
Cz01g15240	CCCH-type zinc finger protein with ARM repeat domain
Cz01g15250	para-aminobenzoate (PABA) synthase family protein
Cz01g15260	
Cz01g15270	
Cz01g15280	P450 reductase 1
Cz01g15290	NRAMP metal ion transporter family protein
Cz01g16010	
Cz01g16020	Protein kinase superfamily protein
Cz01g16030	Transcription factor DP
Cz01g16040	GDA1/CD39 nucleoside phosphatase family protein
Cz01g16050	
Cz01g16060	
Cz01g16070	DEAD/DEAH box RNA helicase family protein
Cz01g16080	
Cz01g16090	
Cz01g16100	
Cz01g16110	
Cz01g16120	Protein of unknown function, DUF647
Cz01g16130	nucleic acid binding;ATP-dependent helicases;ATP binding;helicases;ATP-dependent helicases
Cz01g16140	
Cz01g16150	Protein of unknown function (DUF607)
Cz01g16160	
Cz01g16170	
Cz01g16180	nijmegen breakage syndrome 1
Cz01g16190	
Cz01g16200	phosphate transporter 4;1
Cz01g16210	cyclophilin 38
Cz01g16220	CLP-similar protein 3
Cz01g16230	malate dehydrogenase
Cz01g16240	
Cz01g16250	vacuolar protein sorting 46.1
Cz01g16260	F-box family protein
Cz01g16270	
Cz01g16280	Leucine-rich repeat (LRR) family protein
Cz01g16290	Restriction endonuclease, type II-like superfamily protein
Cz01g17010	Plastid-lipid associated protein PAP / fibrillin family protein
Cz01g17020	Protein of unknown function (DUF3353)
Cz01g17030	tRNA (guanine-N-7) methyltransferase
Cz01g17040	Thioredoxin superfamily protein
Cz01g17050	
Cz01g17060	gamma-glutamyl hydrolase 1
Cz01g17070	
Cz01g17080	Integrase-type DNA-binding superfamily protein
Cz01g17090	RING/U-box superfamily protein
Cz01g17100	ARM repeat superfamily protein
Cz01g17110	
Cz01g17120	SUPPRESSOR OF AUXIN RESISTANCE1
Cz01g17130	
Cz01g17140	TLD-domain containing nucleolar protein
Cz01g17150	
Cz01g17160	
Cz01g17170	Sec23/Sec24 protein transport family protein
Cz01g17180	
Cz01g17190	
Cz01g17200	
Cz01g17210	
Cz01g17220	
Cz01g17230	dicarboxylate transport 2.1
Cz01g17240	RNA 3\'-terminal phosphate cyclase/enolpyruvate transferase, alpha/beta
Cz01g17250	mitochondrial 28S ribosomal protein S29-related
Cz01g17260	
Cz01g18010	CAX interacting protein 1
Cz01g18020	nitrogen fixation S (NIFS)-like 1
Cz01g18030	nitrogen fixation S (NIFS)-like 1
Cz01g18040	histidinol dehydrogenase
Cz01g18050	nucleoside diphosphate kinase 2
Cz01g18060	
Cz01g18070	
Cz01g18080	
Cz01g18090	nuclear RNA polymerase A2
Cz01g18100	Ubiquitin-like superfamily protein
Cz01g18110	Plastid-lipid associated protein PAP / fibrillin family protein
Cz01g18120	disproportionating enzyme
Cz01g18130	myo-inositol-1-phosphate synthase 2
Cz01g18140	Mitochondrial transcription termination factor family protein
Cz01g18150	
Cz01g18160	
Cz01g18170	
Cz01g18180	temperature sensing protein-related
Cz01g18190	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cz01g18200	
Cz01g18210	recA DNA recombination family protein
Cz01g18220	Bestrophin-like protein
Cz01g18230	
Cz01g18240	hydrolases, acting on ester bonds
Cz01g18250	nucleotide binding;protein binding
Cz01g18260	LSD1-like 1
Cz01g18270	Flavin containing amine oxidoreductase family protein
Cz01g18280	
Cz01g19010	
Cz01g19020	
Cz01g19030	Leucine-rich receptor-like protein kinase family protein
Cz01g19040	Leucine-rich repeat transmembrane protein kinase
Cz01g19050	AAA-type ATPase family protein
Cz01g19060	Protein of unknown function (DUF3506)
Cz01g19070	
Cz01g19080	Protein kinase superfamily protein
Cz01g19090	3-ketoacyl-CoA synthase 6
Cz01g19100	
Cz01g19110	Cytochrome P450 superfamily protein
Cz01g19120	
Cz01g19130	cytochrome P450, family 97, subfamily A, polypeptide 3
Cz01g19140	
Cz01g19150	methionine gamma-lyase
Cz01g19160	alpha/beta-Hydrolases superfamily protein
Cz01g19170	Amidohydrolase family
Cz01g19180	
Cz01g19190	RNA polymerase I subunit 43
Cz01g19200	
Cz01g19210	
Cz01g19220	dual specificity protein phosphatase 1
Cz01g20010	Small GTP-binding protein
Cz01g20020	
Cz01g20030	K+ transporter 1
Cz01g20040	Ubiquitin-like superfamily protein
Cz01g20050	
Cz01g20060	
Cz01g20070	
Cz01g20080	IND1(iron-sulfur protein required for NADH dehydrogenase)-like
Cz01g20090	Major facilitator superfamily protein
Cz01g20100	
Cz01g20110	calmodulin-binding family protein
Cz01g20120	
Cz01g20130	Pseudouridine synthase family protein
Cz01g20140	Pseudouridine synthase family protein
Cz01g20150	
Cz01g20160	Mitochondrial transcription termination factor family protein
Cz01g20170	Glycosyl hydrolase superfamily protein
Cz01g20180	beta-glucosidase 47
Cz01g20190	DEA(D/H)-box RNA helicase family protein
Cz01g20200	Afadin/alpha-actinin-binding protein
Cz01g20210	tubulin-tyrosine ligases;tubulin-tyrosine ligases
Cz01g20220	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Cz01g20230	TatD related DNase
Cz01g20240	
Cz01g20250	DWD (DDB1-binding WD40 protein) hypersensitive to ABA 1
Cz01g20255	Thioredoxin superfamily protein
Cz01g20260	tetratricopeptide repeat (TPR)-containing protein
Cz01g20280	DNA/RNA polymerases superfamily protein
Cz01g20290	
Cz01g20300	
Cz01g21010	Kinesin motor family protein
Cz01g21020	
Cz01g21030	
Cz01g21040	
Cz01g21050	
Cz01g21060	Pyruvate kinase family protein
Cz01g21070	ARID/BRIGHT DNA-binding domain-containing protein
Cz01g21080	
Cz01g21090	Peptidase S41 family protein
Cz01g21100	transducin family protein / WD-40 repeat family protein
Cz01g21110	N2,N2-dimethylguanosine tRNA methyltransferase
Cz01g21120	expansin A16
Cz01g21130	expansin A18
Cz01g21140	expansin A24
Cz01g21150	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein
Cz01g21160	metaxin-related
Cz01g21170	sorting nexin 2A
Cz01g21190	
Cz01g21210	phosphoenolpyruvate carboxylase 4
Cz01g21220	20S proteasome beta subunit PBB2
Cz01g21230	Integral membrane Yip1 family protein
Cz01g21240	embryo sac development arrest 7
Cz01g21250	multidrug resistance-associated protein 13
Cz01g21260	multidrug resistance-associated protein 1
Cz01g22010	phytochelatin synthase 1 (PCS1)
Cz01g22020	
Cz01g22030	
Cz01g22040	
Cz01g22050	pyridoxine biosynthesis 2
Cz01g22060	pyrophosphorylase 6
Cz01g22070	transcription initiation factor IIA gamma chain / TFIIA-gamma (TFIIA-S)
Cz01g22080	
Cz01g22090	
Cz01g22100	
Cz01g22110	
Cz01g22120	
Cz01g22130	Pentatricopeptide repeat (PPR) superfamily protein
Cz01g22140	Saccharopine dehydrogenase
Cz01g22150	histone deacetylase 15
Cz01g22160	histone deacetylase 15
Cz01g22170	
Cz01g22180	
Cz01g22190	
Cz01g22200	
Cz01g22210	tryptophan synthase beta-subunit 2
Cz01g22220	
Cz01g22230	Pre-rRNA-processing protein TSR2, conserved region
Cz01g22240	HAC13 protein (HAC13)
Cz01g22250	HAC13 protein (HAC13)
Cz01g22260	
Cz01g22270	Protein phosphatase 2C family protein
Cz01g23010	
Cz01g23020	centromere/kinetochore protein, putative (ZW10)
Cz01g23030	light-harvesting chlorophyll-protein complex I subunit A4
Cz01g23040	Polynucleotidyl transferase, ribonuclease H-like superfamily protein
Cz01g23050	RNA-binding (RRM/RBD/RNP motifs) family protein
Cz01g23060	
Cz01g23070	Rab escort protein
Cz01g23080	
Cz01g23090	lysyl-tRNA synthetase 1
Cz01g23100	lysyl-tRNA synthetase 1
Cz01g23110	Transducin/WD40 repeat-like superfamily protein
Cz01g23120	
Cz01g23130	PRP38 family protein
Cz01g23140	
Cz01g23150	
Cz01g23160	Nuclear pore complex protein
Cz01g23170	HEAT repeat ;HECT-domain (ubiquitin-transferase)
Cz01g23180	HEAT repeat ;HECT-domain (ubiquitin-transferase)
Cz01g23190	
Cz01g23200	
Cz01g23210	RNA helicase family protein
Cz01g23220	Aldolase-type TIM barrel family protein
Cz01g23230	
Cz01g23240	
Cz01g23250	
Cz01g23260	ADP glucose pyrophosphorylase  1
Cz01g23270	
Cz01g24010	Chaperone DnaJ-domain superfamily protein
Cz01g24020	D-3-phosphoglycerate dehydrogenase
Cz01g24030	
Cz01g24040	calcium-dependent protein kinase 6
Cz01g24050	ribonuclease P family protein
Cz01g24060	Protein of unknown function (DUF3531)
Cz01g24070	
Cz01g24080	
Cz01g24090	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Cz01g24100	chaperone binding;ATPase activators
Cz01g24110	GDA1/CD39 nucleoside phosphatase family protein
Cz01g24120	GDA1/CD39 nucleoside phosphatase family protein
Cz01g24130	homolog of RAD51 D
Cz01g24140	homolog of RAD51 D
Cz01g24150	Protein of unknown function, transmembrane-40
Cz01g24160	
Cz01g24170	cytochrome C oxidase 6B
Cz01g24180	Plasma-membrane choline transporter family protein
Cz01g24190	
Cz01g24200	Nucleotide-sugar transporter family protein
Cz01g24210	Calcineurin-like metallo-phosphoesterase superfamily protein
Cz01g24220	
Cz01g24230	Insulinase (Peptidase family M16) family protein
Cz01g24240	Insulinase (Peptidase family M16) family protein
Cz01g24250	Insulinase (Peptidase family M16) family protein
Cz01g24260	NAD kinase 2
Cz01g24270	
Cz01g24280	sirtuin 2
Cz01g24290	sirtuin 2
Cz01g24300	suppressor of abi3-5
Cz01g24310	starch synthase 2
Cz01g24320	Protein of unknown function DUF106, transmembrane
Cz01g24330	Pseudouridine synthase family protein
Cz01g24340	
Cz01g24350	Ubiquitin fusion degradation UFD1 family protein
Cz01g24360	
Cz01g25010	
Cz01g25020	autophagy 3 (APG3)
Cz01g25030	chromatin remodeling 5
Cz01g25040	Ribosomal RNA adenine dimethylase family protein
Cz01g25050	ATPases;nucleotide binding;ATP binding;nucleoside-triphosphatases;transcription factor binding
Cz01g25060	
Cz01g25070	
Cz01g25080	
Cz01g25090	
Cz01g25100	
Cz01g25110	SRP72 RNA-binding domain
Cz01g25120	
Cz01g25130	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Cz01g25140	plant U-box 49
Cz01g25150	pseudouridine synthase and archaeosine transglycosylase (PUA) domain-containing protein
Cz01g25160	pseudouridine synthase and archaeosine transglycosylase (PUA) domain-containing protein
Cz01g25170	
Cz01g25180	magnesium (Mg) transporter 10
Cz01g25190	E3 Ubiquitin ligase family protein
Cz01g25200	Pre-mRNA cleavage complex II protein family
Cz01g25210	TCP-1/cpn60 chaperonin family protein
Cz01g25220	TCP-1/cpn60 chaperonin family protein
Cz01g26010	
Cz01g26020	alternative oxidase 1D
Cz01g26030	
Cz01g26040	ataurora3
Cz01g26050	
Cz01g26060	
Cz01g26070	phosphatidylglycerolphosphate synthase 1
Cz01g26080	phosphate transporter traffic facilitator1
Cz01g26090	ankyrin repeat family protein
Cz01g26100	sequence-specific DNA binding transcription factors;zinc ion binding;sequence-specific DNA binding transcription factors
Cz01g26110	
Cz01g26120	sequence-specific DNA binding transcription factors;zinc ion binding;sequence-specific DNA binding transcription factors
Cz01g26130	ATPase, V0/A0 complex, subunit C/D
Cz01g26140	
Cz01g26150	PB1 domain-containing protein tyrosine kinase
Cz01g26160	
Cz01g26170	
Cz01g26180	2-phosphoglycolate phosphatase 1
Cz01g26190	
Cz01g26200	Protein kinase superfamily protein
Cz01g26210	Protein kinase superfamily protein
Cz01g26220	
Cz01g26230	
Cz01g26240	
Cz01g26250	Cysteinyl-tRNA synthetase, class Ia family protein
Cz01g26260	Class II aaRS and biotin synthetases superfamily protein
Cz01g26270	UDP-glucuronic acid decarboxylase 1
Cz01g26280	microsomal glutathione s-transferase, putative
Cz01g26290	bacterial hemolysin-related
Cz01g27010	
Cz01g27020	RNA binding;RNA binding
Cz01g27030	
Cz01g27040	
Cz01g27050	arginine/serine-rich 45
Cz01g27060	Calcium-dependent phosphotriesterase superfamily protein
Cz01g27070	
Cz01g27080	
Cz01g27090	acylphosphatase family
Cz01g27100	DegP protease 9
