locusName	arabi-defline
Dusal.0002s00087	SOUL heme-binding family protein
Dusal.0002s00088	SOUL heme-binding family protein
Dusal.0003s00001	Calcineurin-like metallo-phosphoesterase superfamily protein
Dusal.0003s00002	Calcineurin-like metallo-phosphoesterase superfamily protein
Dusal.0003s00003	Calcineurin-like metallo-phosphoesterase superfamily protein
Dusal.0003s00004	Metallopeptidase M24 family protein
Dusal.0003s00005	Metallopeptidase M24 family protein
Dusal.0003s00006	Metallopeptidase M24 family protein
Dusal.0003s00007	Metallopeptidase M24 family protein
Dusal.0003s00008	
Dusal.0003s00009	ABC2 homolog 9
Dusal.0003s00009	protein N-terminal asparagine amidohydrolase family protein
Dusal.0003s00010	
Dusal.0003s00011	Putative thiol-disulphide oxidoreductase DCC
Dusal.0003s00012	
Dusal.0003s00013	
Dusal.0003s00014	
Dusal.0003s00015	O-acetylserine (thiol) lyase B
Dusal.0003s00016	
Dusal.0003s00017	
Dusal.0003s00018	
Dusal.0003s00019	
Dusal.0003s00019	
Dusal.0003s00020	
Dusal.0003s00020	
Dusal.0003s00021	carbon-nitrogen hydrolase family protein
Dusal.0003s00022	
Dusal.0003s00023	
Dusal.0003s00024	
Dusal.0003s00025	zeaxanthin epoxidase (ZEP) (ABA1)
Dusal.0003s00026	Ribosomal protein S13/S18 family
Dusal.0003s00027	Tetrapyrrole (Corrin/Porphyrin) Methylases
Dusal.0003s00027	Tetrapyrrole (Corrin/Porphyrin) Methylases
Dusal.0003s00028	UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups
Dusal.0003s00029	
Dusal.0003s00030	RNA-binding (RRM/RBD/RNP motifs) family protein
Dusal.0003s00030	RNA-binding (RRM/RBD/RNP motifs) family protein
Dusal.0003s00030	RNA-binding (RRM/RBD/RNP motifs) family protein
Dusal.0003s00030	RNA-binding (RRM/RBD/RNP motifs) family protein
Dusal.0003s00031	
Dusal.0003s00032	
Dusal.0003s00033	
Dusal.0003s00034	
Dusal.0003s00035	TSPO(outer membrane tryptophan-rich sensory protein)-related
Dusal.0003s00036	copper transporter 5
Dusal.0003s00037	
Dusal.0003s00037	
Dusal.0003s00038	metacaspase 9
Dusal.0003s00039	metacaspase 7
Dusal.0003s00040	YbaK/aminoacyl-tRNA synthetase-associated domain
Dusal.0003s00041	GTP-binding family protein
Dusal.0003s00042	DNA-directed RNA polymerases
Dusal.0003s00043	
Dusal.0003s00044	TCP-1/cpn60 chaperonin family protein
Dusal.0003s00045	histone deacetylase 2
Dusal.0003s00046	
Dusal.0003s00047	ATP binding microtubule motor family protein
Dusal.0003s00048	ATP binding microtubule motor family protein
Dusal.0003s00049	
Dusal.0003s00050	
Dusal.0003s00051	Kinesin motor family protein
Dusal.0003s00052	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0003s00053	
Dusal.0003s00054	
Dusal.0003s00055	actin binding
Dusal.0003s00056	
Dusal.0003s00057	RNA helicase family protein
Dusal.0003s00058	Plasma-membrane choline transporter family protein
Dusal.0003s00058	Plasma-membrane choline transporter family protein
Dusal.0003s00059	
Dusal.0003s00060	
Dusal.0003s00060	
Dusal.0003s00061	
Dusal.0003s00062	
Dusal.0003s00063	NAD(P)-binding Rossmann-fold superfamily protein
Dusal.0003s00063	NAD(P)-binding Rossmann-fold superfamily protein
Dusal.0003s00064	cyclin-dependent kinase D1;1
Dusal.0003s00065	
Dusal.0004s00001	
Dusal.0004s00002	
Dusal.0004s00003	Glycolipid transfer protein (GLTP) family protein
Dusal.0004s00004	alpha-L-arabinofuranosidase 1
Dusal.0004s00005	trigalactosyldiacylglycerol2
Dusal.0004s00006	phosphatidylinositol synthase 1
Dusal.0004s00007	probable CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2
Dusal.0004s00008	
Dusal.0004s00009	
Dusal.0004s00010	
Dusal.0004s00011	COP9-signalosome 5B
Dusal.0004s00012	
Dusal.0004s00013	
Dusal.0004s00014	
Dusal.0004s00015	
Dusal.0004s00015	
Dusal.0004s00016	Leucine-rich receptor-like protein kinase family protein
Dusal.0004s00017	alpha/beta-Hydrolases superfamily protein
Dusal.0004s00017	Serine carboxypeptidase S28 family protein
Dusal.0004s00018	
Dusal.0004s00018	
Dusal.0004s00018	
Dusal.0004s00018	
Dusal.0004s00018	
Dusal.0004s00018	
Dusal.0004s00018	
Dusal.0004s00018	
Dusal.0004s00018	
Dusal.0004s00019	
Dusal.0004s00020	Guanylate-binding family protein
Dusal.0004s00021	Ribosomal protein L23/L15e family protein
Dusal.0004s00022	secretion-associated RAS super family 2
Dusal.0004s00023	
Dusal.0004s00024	
Dusal.0004s00025	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Dusal.0004s00025	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Dusal.0004s00025	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Dusal.0004s00025	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Dusal.0004s00026	multifunctional protein 2
Dusal.0004s00027	Regulator of chromosome condensation (RCC1) family protein
Dusal.0004s00028	
Dusal.0004s00029	
Dusal.0004s00030	
Dusal.0004s00031	carotenoid isomerase
Dusal.0004s00031	carotenoid isomerase
Dusal.0004s00032	RNA helicase, putative
Dusal.0004s00033	
Dusal.0004s00034	
Dusal.0004s00034	
Dusal.0004s00035	2A phosphatase associated protein of 46 kD
Dusal.0004s00036	
Dusal.0004s00036	
Dusal.0004s00036	
Dusal.0004s00037	folate transporter 1
Dusal.0004s00038	
Dusal.0004s00039	RING domain ligase1
Dusal.0004s00040	
Dusal.0004s00041	translocase of the inner mitochondrial membrane 13
Dusal.0004s00042	
Dusal.0004s00043	Mitochondrial substrate carrier family protein
Dusal.0004s00044	
Dusal.0004s00044	
Dusal.0004s00045	RING/U-box superfamily protein
Dusal.0004s00045	RING/U-box superfamily protein
Dusal.0004s00046	phosphatidylinositol-4-phosphate 5-kinase 2
Dusal.0004s00047	
Dusal.0004s00048	
Dusal.0004s00049	fructose-2,6-bisphosphatase
Dusal.0004s00050	
Dusal.0004s00051	
Dusal.0004s00052	
Dusal.0004s00053	methionine aminopeptidase 2B
Dusal.0004s00054	FAD/NAD(P)-binding oxidoreductase family protein
Dusal.0004s00054	FAD/NAD(P)-binding oxidoreductase family protein
Dusal.0004s00055	Mitochondrial transcription termination factor family protein
Dusal.0004s00056	Proteasome component (PCI) domain protein
Dusal.0004s00057	
Dusal.0004s00058	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Dusal.0004s00059	RELA/SPOT homolog 3
Dusal.0004s00060	zinc finger (C3HC4-type RING finger) family protein
Dusal.0004s00060	zinc finger (C3HC4-type RING finger) family protein
Dusal.0004s00061	
Dusal.0004s00061	
Dusal.0004s00062	
Dusal.0004s00063	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0004s00064	Ankyrin repeat family protein
Dusal.0004s00064	
Dusal.0004s00065	
Dusal.0004s00066	
Dusal.0004s00067	
Dusal.0004s00067	
Dusal.0004s00068	
Dusal.0004s00069	hydroxyproline-rich glycoprotein family protein
Dusal.0004s00070	Arabidopsis thaliana protein of unknown function (DUF821)
Dusal.0004s00071	
Dusal.0004s00072	
Dusal.0004s00073	
Dusal.0004s00074	deoxyhypusine synthase
Dusal.0004s00075	
Dusal.0005s00001	
Dusal.0005s00002	
Dusal.0005s00003	
Dusal.0005s00004	
Dusal.0005s00005	
Dusal.0005s00006	ubiquitin-associated (UBA)/TS-N domain-containing protein
Dusal.0005s00007	ubiquitin-associated (UBA)/TS-N domain-containing protein
Dusal.0005s00008	
Dusal.0005s00009	
Dusal.0005s00010	Nucleotidyltransferase family protein
Dusal.0005s00011	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)
Dusal.0005s00012	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)
Dusal.0005s00013	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH)
Dusal.0005s00014	
Dusal.0005s00015	farnesylated protein-converting enzyme 2
Dusal.0005s00016	
Dusal.0005s00017	
Dusal.0005s00018	
Dusal.0005s00019	villin, putative
Dusal.0005s00020	
Dusal.0005s00021	
Dusal.0005s00021	
Dusal.0005s00022	RNI-like superfamily protein
Dusal.0005s00023	
Dusal.0005s00024	
Dusal.0005s00025	
Dusal.0005s00026	glutamate receptor 3.3
Dusal.0005s00027	glutamate receptor 3.4
Dusal.0005s00028	glutamate receptor 3.4
Dusal.0005s00028	glutamate receptor 3.4
Dusal.0005s00028	glutamate receptor 3.4
Dusal.0005s00028	glutamate receptor 3.4
Dusal.0005s00029	dehydratase family
Dusal.0005s00030	
Dusal.0005s00031	
Dusal.0005s00032	apurinic endonuclease-redox protein
Dusal.0005s00033	methyltransferases
Dusal.0005s00034	
Dusal.0005s00035	
Dusal.0005s00036	
Dusal.0005s00037	HAESA-like 1
Dusal.0005s00038	phosphoglucan, water dikinase
Dusal.0005s00039	Pyruvate phosphate dikinase, PEP/pyruvate binding domain
Dusal.0005s00040	Transducin/WD40 repeat-like superfamily protein
Dusal.0005s00041	actin 3
Dusal.0005s00042	Minichromosome maintenance (MCM2/3/5) family protein
Dusal.0005s00043	
Dusal.0005s00044	HD domain-containing metal-dependent phosphohydrolase family protein
Dusal.0005s00045	NAD(P)-linked oxidoreductase superfamily protein
Dusal.0005s00046	
Dusal.0005s00047	binding
Dusal.0005s00047	binding
Dusal.0005s00048	F-box protein 7
Dusal.0005s00049	
Dusal.0005s00050	SET domain group 37
Dusal.0005s00051	
Dusal.0005s00052	DEGP protease 2
Dusal.0005s00052	DEGP protease 2
Dusal.0006s00001	ubiquitin-protein ligase 2
Dusal.0006s00002	
Dusal.0006s00003	ubiquitin-protein ligase 1
Dusal.0006s00004	
Dusal.0006s00005	
Dusal.0006s00006	
Dusal.0006s00007	ubiquitin-protein ligase 1
Dusal.0006s00008	
Dusal.0006s00009	
Dusal.0006s00010	
Dusal.0006s00011	
Dusal.0006s00012	
Dusal.0006s00013	
Dusal.0006s00014	
Dusal.0006s00015	alpha/beta-Hydrolases superfamily protein
Dusal.0006s00016	
Dusal.0006s00016	
Dusal.0006s00016	
Dusal.0006s00016	
Dusal.0006s00016	
Dusal.0006s00017	Mitochondrial glycoprotein family protein
Dusal.0006s00018	HSP20-like chaperones superfamily protein
Dusal.0006s00019	ATP binding;ATP-dependent helicases;DNA helicases
Dusal.0006s00020	eukaryotic translation initiation factor 4A1
Dusal.0006s00021	signal recognition particle-related / SRP-related
Dusal.0006s00022	
Dusal.0006s00023	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0006s00024	
Dusal.0006s00025	
Dusal.0006s00026	
Dusal.0006s00027	
Dusal.0006s00028	
Dusal.0006s00029	response regulator 1
Dusal.0006s00030	
Dusal.0006s00031	Arabinanase/levansucrase/invertase
Dusal.0006s00032	
Dusal.0006s00033	
Dusal.0006s00034	Ribonuclease III family protein
Dusal.0006s00035	
Dusal.0006s00036	
Dusal.0006s00037	Tetratricopeptide repeat (TPR)-like superfamily protein
Dusal.0006s00038	tetratricopeptide repeat (TPR)-containing protein
Dusal.0006s00039	
Dusal.0006s00040	
Dusal.0006s00041	NAD(P)-linked oxidoreductase superfamily protein
Dusal.0006s00042	
Dusal.0006s00043	
Dusal.0006s00044	ATP synthase epsilon chain, mitochondrial
Dusal.0006s00045	
Dusal.0006s00046	
Dusal.0006s00047	
Dusal.0006s00048	C2H2 and C2HC zinc fingers superfamily protein
Dusal.0006s00049	putative protein kinase 1
Dusal.0006s00050	Putative lysine decarboxylase family protein
Dusal.0006s00051	
Dusal.0006s00052	
Dusal.0006s00053	
Dusal.0006s00054	
Dusal.0006s00055	
Dusal.0006s00056	
Dusal.0006s00057	
Dusal.0006s00058	
Dusal.0006s00059	
Dusal.0006s00060	
Dusal.0006s00061	
Dusal.0007s00001	monogalactosyl diacylglycerol synthase 1
Dusal.0007s00002	
Dusal.0007s00003	
Dusal.0007s00004	MATE efflux family protein
Dusal.0007s00005	MAP kinase 15
Dusal.0007s00006	RNA-binding (RRM/RBD/RNP motifs) family protein
Dusal.0007s00007	
Dusal.0007s00008	
Dusal.0007s00009	
Dusal.0007s00010	
Dusal.0007s00011	
Dusal.0007s00012	MAP kinase 15
Dusal.0007s00013	homolog of Xeroderma pigmentosum complementation group B 2
Dusal.0007s00014	
Dusal.0007s00014	
Dusal.0007s00015	
Dusal.0007s00016	Protein kinase superfamily protein
Dusal.0007s00016	Protein kinase superfamily protein
Dusal.0007s00017	
Dusal.0007s00018	
Dusal.0007s00019	
Dusal.0007s00020	
Dusal.0007s00021	
Dusal.0007s00022	MAP kinase 15
Dusal.0007s00023	
Dusal.0007s00024	
Dusal.0007s00025	
Dusal.0007s00025	
Dusal.0007s00026	
Dusal.0007s00027	Protein kinase superfamily protein
Dusal.0007s00028	
Dusal.0007s00029	embryo sac development arrest 14
Dusal.0007s00030	SET domain-containing protein
Dusal.0007s00030	SET domain-containing protein
Dusal.0007s00031	Phosphoglycerate mutase family protein
Dusal.0007s00031	Phosphoglycerate mutase family protein
Dusal.0007s00032	aminoalcoholphosphotransferase 1
Dusal.0007s00033	
Dusal.0007s00034	
Dusal.0007s00035	
Dusal.0007s00036	
Dusal.0007s00036	
Dusal.0007s00037	N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein
Dusal.0007s00038	
Dusal.0007s00039	DNA topoisomerase 1 beta
Dusal.0007s00040	Family of unknown function (DUF577)
Dusal.0007s00041	ACD1-like
Dusal.0007s00042	Pheophorbide a oxygenase family protein with Rieske [2Fe-2S] domain
Dusal.0007s00043	
Dusal.0007s00044	peptidemethionine sulfoxide reductase 3
Dusal.0007s00045	
Dusal.0007s00046	CONSTANS-like 1
Dusal.0007s00047	allantoate amidohydrolase
Dusal.0007s00048	phosphotyrosyl phosphatase activator (PTPA) family protein
Dusal.0007s00049	
Dusal.0007s00049	
Dusal.0007s00050	ASH1-related protein 2
Dusal.0007s00051	
Dusal.0007s00051	
Dusal.0007s00052	
Dusal.0007s00053	
Dusal.0007s00053	
Dusal.0007s00054	
Dusal.0007s00054	
Dusal.0007s00055	
Dusal.0007s00056	
Dusal.0008s00001	
Dusal.0008s00002	SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-related
Dusal.0008s00003	
Dusal.0008s00004	
Dusal.0008s00005	
Dusal.0008s00006	
Dusal.0008s00007	photosystem II light harvesting complex gene 2.1
Dusal.0008s00008	
Dusal.0008s00009	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Dusal.0008s00010	CLIP-associated protein
Dusal.0008s00011	
Dusal.0008s00012	CLIP-associated protein
Dusal.0008s00012	CLIP-associated protein
Dusal.0008s00013	CLIP-associated protein
Dusal.0008s00014	SAND family protein
Dusal.0008s00015	
Dusal.0008s00016	
Dusal.0008s00017	xylem cysteine peptidase 1
Dusal.0008s00018	calcineurin B-like protein 9
Dusal.0008s00019	
Dusal.0008s00020	aldehyde dehydrogenase 22A1
Dusal.0008s00021	Tim10/DDP family zinc finger protein
Dusal.0008s00022	
Dusal.0008s00023	
Dusal.0008s00024	
Dusal.0008s00025	isoamylase 1
Dusal.0008s00025	isoamylase 1
Dusal.0008s00026	
Dusal.0008s00027	
Dusal.0008s00028	
Dusal.0008s00028	
Dusal.0008s00029	
Dusal.0008s00030	
Dusal.0008s00030	
Dusal.0008s00031	
Dusal.0008s00031	
Dusal.0008s00032	
Dusal.0008s00032	
Dusal.0008s00033	Cam interacting protein 111
Dusal.0008s00033	cell division cycle 48
Dusal.0008s00034	
Dusal.0008s00035	
Dusal.0008s00036	
Dusal.0008s00036	
Dusal.0008s00037	
Dusal.0008s00037	
Dusal.0008s00038	catalytics;carbohydrate kinases;phosphoglucan, water dikinases
Dusal.0008s00038	
Dusal.0008s00039	CYCLIN B2;4
Dusal.0008s00040	
Dusal.0009s00001	
Dusal.0009s00002	Fumarylacetoacetate (FAA) hydrolase family
Dusal.0009s00003	
Dusal.0009s00004	tyrosylprotein sulfotransferase
Dusal.0009s00005	
Dusal.0009s00006	presequence protease 2
Dusal.0009s00007	
Dusal.0009s00008	ribosome biogenesis regulatory protein (RRS1) family protein
Dusal.0009s00009	
Dusal.0009s00010	
Dusal.0009s00011	
Dusal.0009s00011	
Dusal.0009s00012	
Dusal.0009s00013	
Dusal.0009s00014	
Dusal.0009s00015	Mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
Dusal.0009s00016	
Dusal.0009s00017	Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain
Dusal.0009s00018	
Dusal.0009s00019	
Dusal.0009s00020	FAD-dependent oxidoreductase family protein
Dusal.0009s00021	
Dusal.0009s00022	
Dusal.0009s00023	
Dusal.0009s00024	
Dusal.0009s00025	
Dusal.0009s00026	
Dusal.0009s00026	
Dusal.0009s00027	
Dusal.0009s00028	tocopherol cyclase, chloroplast / vitamin E deficient 1 (VTE1) / sucrose export defective 1 (SXD1)
Dusal.0009s00029	
Dusal.0009s00030	RING/U-box superfamily protein
Dusal.0009s00031	
Dusal.0009s00031	
Dusal.0009s00032	
Dusal.0009s00033	
Dusal.0009s00034	
Dusal.0009s00035	
Dusal.0009s00036	
Dusal.0009s00037	
Dusal.0009s00038	
Dusal.0009s00039	
Dusal.0009s00040	
Dusal.0009s00041	
Dusal.0009s00042	
Dusal.0009s00043	
Dusal.0009s00044	DHBP synthase RibB-like alpha/beta domain
Dusal.0009s00045	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Dusal.0009s00045	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Dusal.0009s00046	
Dusal.0009s00047	
Dusal.0009s00048	
Dusal.0009s00049	splicing factor-related
Dusal.0009s00050	
Dusal.0009s00051	
Dusal.0009s00052	
Dusal.0009s00053	
Dusal.0009s00054	
Dusal.0010s00001	
Dusal.0010s00002	Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2
Dusal.0010s00003	
Dusal.0010s00004	HOPW1-1-interacting 2
Dusal.0010s00005	Trypsin family protein with PDZ domain
Dusal.0010s00006	Nucleic acid-binding, OB-fold-like protein
Dusal.0010s00007	
Dusal.0010s00008	methionine--tRNA ligase, putative / methionyl-tRNA synthetase, putative / MetRS, putative
Dusal.0010s00009	structural maintenance of chromosomes 2
Dusal.0010s00010	
Dusal.0010s00011	
Dusal.0010s00012	
Dusal.0010s00013	Nucleotidyltransferase family protein
Dusal.0010s00014	
Dusal.0010s00015	GATA transcription factor 20
Dusal.0010s00016	
Dusal.0010s00016	
Dusal.0010s00017	alpha/beta-Hydrolases superfamily protein
Dusal.0010s00018	
Dusal.0010s00019	telomerase reverse transcriptase
Dusal.0010s00019	telomerase reverse transcriptase
Dusal.0010s00020	Transducin/WD40 repeat-like superfamily protein
Dusal.0010s00021	
Dusal.0010s00022	Heat shock protein 70 (Hsp 70) family protein
Dusal.0010s00023	
Dusal.0010s00024	
Dusal.0010s00025	RNA helicase, putative
Dusal.0010s00026	RING/U-box superfamily protein
Dusal.0010s00026	RING/U-box superfamily protein
Dusal.0010s00026	RING/U-box superfamily protein
Dusal.0010s00027	
Dusal.0010s00028	
Dusal.0010s00029	
Dusal.0010s00030	
Dusal.0010s00031	
Dusal.0010s00032	
Dusal.0010s00033	
Dusal.0010s00034	
Dusal.0010s00035	Hypoxanthine-guanine phosphoribosyltransferase
Dusal.0010s00036	Hypoxanthine-guanine phosphoribosyltransferase
Dusal.0010s00037	
Dusal.0010s00038	
Dusal.0010s00039	Bax inhibitor-1 family protein
Dusal.0010s00040	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Dusal.0010s00041	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Dusal.0010s00042	
Dusal.0010s00043	
Dusal.0010s00044	Acyl-CoA N-acyltransferases (NAT) superfamily protein
Dusal.0010s00045	
Dusal.0010s00046	peroxisomal 3-ketoacyl-CoA thiolase 3
Dusal.0010s00047	
Dusal.0010s00047	
Dusal.0010s00048	RNA polymerase I subunit 43
Dusal.0010s00049	LisH and RanBPM domains containing protein
Dusal.0010s00050	
Dusal.0011s00001	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein
Dusal.0011s00002	
Dusal.0011s00003	
Dusal.0011s00003	
Dusal.0011s00004	Transducin/WD40 repeat-like superfamily protein
Dusal.0011s00005	photosystem I subunit D-1
Dusal.0011s00006	pathogenesis-related gene 1
Dusal.0011s00007	
Dusal.0011s00008	
Dusal.0011s00009	
Dusal.0011s00010	
Dusal.0011s00011	Ankyrin repeat family protein
Dusal.0011s00012	ankyrin repeat family protein
Dusal.0011s00013	
Dusal.0011s00014	
Dusal.0011s00015	
Dusal.0011s00016	Cornichon family protein
Dusal.0011s00017	
Dusal.0011s00018	Pleckstrin homology (PH) domain superfamily protein
Dusal.0011s00019	
Dusal.0011s00020	inositol polyphosphate kinase 2 alpha
Dusal.0011s00020	inositol polyphosphate kinase 2 alpha
Dusal.0011s00021	
Dusal.0011s00022	Rer1 family protein
Dusal.0011s00023	Tetratricopeptide repeat (TPR)-like superfamily protein
Dusal.0011s00024	
Dusal.0011s00024	
Dusal.0011s00025	
Dusal.0011s00026	ATP12 protein-related
Dusal.0011s00027	mitochondrial ribosomal protein S14
