proteinId	gotermId	goName	gotermType	goAcc
292	8204	myosin	cellular_component	GO:0016459
432	1121	motor activity	molecular_function	GO:0003774
432	2653	ATP binding	molecular_function	GO:0005524
432	8204	myosin	cellular_component	GO:0016459
468	1056	DNA binding	molecular_function	GO:0003677
468	2653	ATP binding	molecular_function	GO:0005524
468	3367	DNA replication initiation	biological_process	GO:0006270
468	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
468	2757	nucleus	cellular_component	GO:0005634
468	1338	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
468	1339	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
468	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
468	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
468	7284	protein-transporting ATPase activity	molecular_function	GO:0015462
468	7435	DNA translocase activity	molecular_function	GO:0015616
468	8614	ATPase activity	molecular_function	GO:0016887
468	8816	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
468	13179	ATPase activity, coupled	molecular_function	GO:0042623
468	13180	ATPase activity, uncoupled	molecular_function	GO:0042624
468	13181	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
468	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
522	1108	translation initiation factor activity	molecular_function	GO:0003743
522	2964	eukaryotic translation initiation factor 3 complex	cellular_component	GO:0005852
522	3504	translational initiation	biological_process	GO:0006413
545	1829	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
545	3077	carbohydrate metabolism	biological_process	GO:0005975
545	5060	beta-glucosidase activity	molecular_function	GO:0008422
573	1726	inositol or phosphatidylinositol phosphatase activity	molecular_function	GO:0004437
573	1734	inositol-polyphosphate 5-phosphatase activity	molecular_function	GO:0004445
605	2653	ATP binding	molecular_function	GO:0005524
676	4804	metabolism	biological_process	GO:0008152
676	8516	hydrolase activity	molecular_function	GO:0016787
676	2653	ATP binding	molecular_function	GO:0005524
676	7479	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
676	7802	proton transport	biological_process	GO:0015992
676	7826	membrane	cellular_component	GO:0016020
676	3881	cation transport	biological_process	GO:0006812
676	1170	catalytic activity	molecular_function	GO:0003824
676	10823	metal ion transport	biological_process	GO:0030001
676	15867	metal ion binding	molecular_function	GO:0046872
676	7827	integral to membrane	cellular_component	GO:0016021
676	8547	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
708	2653	ATP binding	molecular_function	GO:0005524
708	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
708	1055	nucleic acid binding	molecular_function	GO:0003676
708	1683	helicase activity	molecular_function	GO:0004386
768	2450	transporter activity	molecular_function	GO:0005215
768	3879	transport	biological_process	GO:0006810
768	7826	membrane	cellular_component	GO:0016020
769	1504	ATP-dependent peptidase activity	molecular_function	GO:0004176
769	1573	serine-type endopeptidase activity	molecular_function	GO:0004252
769	3588	proteolysis and peptidolysis	biological_process	GO:0006508
769	157	nucleotide binding	molecular_function	GO:0000166
769	8812	nucleoside-triphosphatase activity	molecular_function	GO:0017111
769	2653	ATP binding	molecular_function	GO:0005524
769	1338	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
769	1339	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
769	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
769	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
769	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
769	7284	protein-transporting ATPase activity	molecular_function	GO:0015462
769	7435	DNA translocase activity	molecular_function	GO:0015616
769	8614	ATPase activity	molecular_function	GO:0016887
769	8816	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
769	13179	ATPase activity, coupled	molecular_function	GO:0042623
769	13180	ATPase activity, uncoupled	molecular_function	GO:0042624
769	13181	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
769	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
779	1124	microtubule motor activity	molecular_function	GO:0003777
779	2653	ATP binding	molecular_function	GO:0005524
779	2982	microtubule associated complex	cellular_component	GO:0005875
779	4072	microtubule-based movement	biological_process	GO:0007018
779	1338	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
779	1339	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
779	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
779	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
779	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
779	7284	protein-transporting ATPase activity	molecular_function	GO:0015462
779	7435	DNA translocase activity	molecular_function	GO:0015616
779	8614	ATPase activity	molecular_function	GO:0016887
779	8816	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
779	13179	ATPase activity, coupled	molecular_function	GO:0042623
779	13180	ATPase activity, uncoupled	molecular_function	GO:0042624
779	13181	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
779	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
800	5767	purine ribonucleoside monophosphate biosynthesis	biological_process	GO:0009168
800	10066	deaminase activity	molecular_function	GO:0019239
800	1222	AMP deaminase activity	molecular_function	GO:0003876
843	2653	ATP binding	molecular_function	GO:0005524
843	4804	metabolism	biological_process	GO:0008152
843	8601	ligase activity	molecular_function	GO:0016874
843	1771	methylcrotonoyl-CoA carboxylase activity	molecular_function	GO:0004485
859	5053	acyltransferase activity	molecular_function	GO:0008415
859	1423	carnitine O-acetyltransferase activity	molecular_function	GO:0004092
974	1525	cysteine-type endopeptidase activity	molecular_function	GO:0004197
974	1548	ubiquitin thiolesterase activity	molecular_function	GO:0004221
974	3591	ubiquitin-dependent protein catabolism	biological_process	GO:0006511
981	1056	DNA binding	molecular_function	GO:0003677
981	2653	ATP binding	molecular_function	GO:0005524
981	3367	DNA replication initiation	biological_process	GO:0006270
981	4751	DNA-dependent ATPase activity	molecular_function	GO:0008094
981	1338	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
981	1339	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
981	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
981	4834	RNA-dependent ATPase activity	molecular_function	GO:0008186
981	7284	protein-transporting ATPase activity	molecular_function	GO:0015462
981	7435	DNA translocase activity	molecular_function	GO:0015616
981	8614	ATPase activity	molecular_function	GO:0016887
981	8816	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
981	13179	ATPase activity, coupled	molecular_function	GO:0042623
981	13180	ATPase activity, uncoupled	molecular_function	GO:0042624
981	13181	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
981	13182	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
1103	1939	protein kinase activity	molecular_function	GO:0004672
1103	2653	ATP binding	molecular_function	GO:0005524
1103	3551	protein amino acid phosphorylation	biological_process	GO:0006468
1103	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
1103	2641	calcium ion binding	molecular_function	GO:0005509
1103	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
1129	1665	glycerol-3-phosphate dehydrogenase activity	molecular_function	GO:0004368
1129	3174	glycerol-3-phosphate metabolism	biological_process	GO:0006072
1129	5926	glycerol-3-phosphate dehydrogenase complex	cellular_component	GO:0009331
1129	3218	electron transport	biological_process	GO:0006118
1129	8235	oxidoreductase activity	molecular_function	GO:0016491
1143	3540	protein folding	biological_process	GO:0006457
1143	11858	heat shock protein binding	molecular_function	GO:0031072
1143	18577	unfolded protein binding	molecular_function	GO:0051082
1155	2641	calcium ion binding	molecular_function	GO:0005509
1155	1926	proline dehydrogenase activity	molecular_function	GO:0004657
1155	3616	glutamate biosynthesis	biological_process	GO:0006537
1155	3641	proline catabolism	biological_process	GO:0006562
1155	1482	dihydropterin oxidase activity	molecular_function	GO:0004154
1155	8385	oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor	molecular_function	GO:0016647
1155	9949	hydroxy-nicotine oxidase activity	molecular_function	GO:0019116
1174	3077	carbohydrate metabolism	biological_process	GO:0005975
1174	8488	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
1174	11072	lipid glycosylation	biological_process	GO:0030259
1241	1056	DNA binding	molecular_function	GO:0003677
1241	1257	DNA topoisomerase type I activity	molecular_function	GO:0003917
1241	3362	DNA topological change	biological_process	GO:0006265
1241	3365	DNA unwinding	biological_process	GO:0006268
1241	1256	DNA topoisomerase activity	molecular_function	GO:0003916
1241	2812	chromosome	cellular_component	GO:0005694
1241	1055	nucleic acid binding	molecular_function	GO:0003676
1241	3401	DNA modification	biological_process	GO:0006304
1341	3218	electron transport	biological_process	GO:0006118
1341	8235	oxidoreductase activity	molecular_function	GO:0016491
1341	8352	oxidoreductase activity, acting on CH-OH group of donors	molecular_function	GO:0016614
1341	18156	FAD binding	molecular_function	GO:0050660
1341	5421	choline dehydrogenase activity	molecular_function	GO:0008812
1358	4897	5'-nucleotidase activity	molecular_function	GO:0008253
1358	8872	IMP-GMP specific 5'-nucleotidase activity	molecular_function	GO:0017175
1372	1635	glucan 1,3-beta-glucosidase activity	molecular_function	GO:0004338
1391	1513	serine carboxypeptidase activity	molecular_function	GO:0004185
1391	3588	proteolysis and peptidolysis	biological_process	GO:0006508
1391	1515	carboxypeptidase D activity	molecular_function	GO:0004187
1484	3218	electron transport	biological_process	GO:0006118
1484	7826	membrane	cellular_component	GO:0016020
1484	8235	oxidoreductase activity	molecular_function	GO:0016491
1494	2653	ATP binding	molecular_function	GO:0005524
1494	2680	molecular function unknown	molecular_function	GO:0005554
1534	3888	anion transport	biological_process	GO:0006820
1534	7205	anion exchanger activity	molecular_function	GO:0015380
1534	7827	integral to membrane	cellular_component	GO:0016021
1598	7339	tetracycline:hydrogen antiporter activity	molecular_function	GO:0015520
1598	7715	tetracycline transport	biological_process	GO:0015904
1598	7827	integral to membrane	cellular_component	GO:0016021
1598	2450	transporter activity	molecular_function	GO:0005215
1598	3879	transport	biological_process	GO:0006810
1690	2061	thymidylate synthase activity	molecular_function	GO:0004799
1690	3330	dTMP biosynthesis	biological_process	GO:0006231
1690	1474	dihydrofolate reductase activity	molecular_function	GO:0004146
1690	3624	glycine biosynthesis	biological_process	GO:0006545
1690	5764	nucleotide biosynthesis	biological_process	GO:0009165
1719	2654	GTP binding	molecular_function	GO:0005525
1758	1939	protein kinase activity	molecular_function	GO:0004672
1758	2653	ATP binding	molecular_function	GO:0005524
1758	3551	protein amino acid phosphorylation	biological_process	GO:0006468
1758	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
1758	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
1764	3883	sodium ion transport	biological_process	GO:0006814
1764	3945	regulation of pH	biological_process	GO:0006885
1764	7209	sodium:hydrogen antiporter activity	molecular_function	GO:0015385
1764	7827	integral to membrane	cellular_component	GO:0016021
1764	7127	solute:hydrogen antiporter activity	molecular_function	GO:0015299
1769	8516	hydrolase activity	molecular_function	GO:0016787
1769	5499	guanine deaminase activity	molecular_function	GO:0008892
1784	4897	5'-nucleotidase activity	molecular_function	GO:0008253
1784	8872	IMP-GMP specific 5'-nucleotidase activity	molecular_function	GO:0017175
1785	4913	zinc ion binding	molecular_function	GO:0008270
1785	1056	DNA binding	molecular_function	GO:0003677
1785	2757	nucleus	cellular_component	GO:0005634
1813	3879	transport	biological_process	GO:0006810
1813	5149	ammonium transporter activity	molecular_function	GO:0008519
1813	7826	membrane	cellular_component	GO:0016020
1840	4804	metabolism	biological_process	GO:0008152
1840	5718	nucleoside metabolism	biological_process	GO:0009116
1840	8471	transferase activity	molecular_function	GO:0016740
1840	1375	amidophosphoribosyltransferase activity	molecular_function	GO:0004044
1840	5715	purine base biosynthesis	biological_process	GO:0009113
1859	1939	protein kinase activity	molecular_function	GO:0004672
1859	2653	ATP binding	molecular_function	GO:0005524
1859	3551	protein amino acid phosphorylation	biological_process	GO:0006468
1859	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
1859	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
1862	3879	transport	biological_process	GO:0006810
1862	5149	ammonium transporter activity	molecular_function	GO:0008519
1862	7826	membrane	cellular_component	GO:0016020
1864	1939	protein kinase activity	molecular_function	GO:0004672
1864	2653	ATP binding	molecular_function	GO:0005524
1864	3551	protein amino acid phosphorylation	biological_process	GO:0006468
1864	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
1864	2641	calcium ion binding	molecular_function	GO:0005509
1864	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
1864	1942	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
1864	1943	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
1864	1944	DNA-dependent protein kinase activity	molecular_function	GO:0004677
1864	1945	AMP-activated protein kinase activity	molecular_function	GO:0004679
1864	1946	casein kinase activity	molecular_function	GO:0004680
1864	1947	casein kinase I activity	molecular_function	GO:0004681
1864	1949	calmodulin regulated protein kinase activity	molecular_function	GO:0004683
1864	1952	eukaryotic elongation factor-2 kinase activity	molecular_function	GO:0004686
1864	1954	multifunctional calcium- and calmodulin-regulated protein kinase activity	molecular_function	GO:0004688
1864	1955	phosphorylase kinase activity	molecular_function	GO:0004689
1864	1956	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
1864	1958	cGMP-dependent protein kinase activity	molecular_function	GO:0004692
1864	1959	cyclin-dependent protein kinase activity	molecular_function	GO:0004693
1864	1960	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
1864	1961	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
1864	1962	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
1864	1963	protein kinase C activity	molecular_function	GO:0004697
1864	1964	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
1864	1966	atypical protein kinase C activity	molecular_function	GO:0004700
1864	1967	diacylglycerol-activated phospholipid-dependent protein kinase C activity	molecular_function	GO:0004701
1864	1968	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
1864	1969	G-protein coupled receptor kinase activity	molecular_function	GO:0004703
1864	1970	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
1864	1971	JUN kinase activity	molecular_function	GO:0004705
1864	1972	JUN kinase kinase kinase activity	molecular_function	GO:0004706
1864	1973	MAP kinase activity	molecular_function	GO:0004707
1864	1974	MAP kinase kinase activity	molecular_function	GO:0004708
1864	1975	MAP kinase kinase kinase activity	molecular_function	GO:0004709
1864	1976	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
1864	1977	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
1864	1978	protein threonine/tyrosine kinase activity	molecular_function	GO:0004712
1864	1980	transmembrane receptor protein tyrosine kinase activity	molecular_function	GO:0004714
1864	1981	non-membrane spanning protein tyrosine kinase activity	molecular_function	GO:0004715
1864	1982	receptor signaling protein tyrosine kinase activity	molecular_function	GO:0004716
1864	1984	Janus kinase activity	molecular_function	GO:0004718
1864	4978	MAP kinase 1 activity	molecular_function	GO:0008338
1864	4979	MP kinase activity	molecular_function	GO:0008339
1864	4989	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
1864	5023	IkappaB kinase activity	molecular_function	GO:0008384
1864	5080	phosphofructokinase activity	molecular_function	GO:0008443
1864	5174	JUN kinase kinase activity	molecular_function	GO:0008545
1864	5225	phosphorylase kinase regulator activity	molecular_function	GO:0008607
1864	5428	cobinamide kinase activity	molecular_function	GO:0008819
1864	8094	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
1864	8277	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
1864	8502	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
1864	8634	MAP kinase 2 activity	molecular_function	GO:0016908
1864	8635	SAP kinase activity	molecular_function	GO:0016909
1864	9567	phenol kinase activity	molecular_function	GO:0018720
1864	10029	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
1864	10721	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
1864	10722	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
1864	12218	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
1864	13113	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
1864	13114	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
1875	1939	protein kinase activity	molecular_function	GO:0004672
1875	2653	ATP binding	molecular_function	GO:0005524
1875	3551	protein amino acid phosphorylation	biological_process	GO:0006468
1875	1979	protein-tyrosine kinase activity	molecular_function	GO:0004713
1875	2641	calcium ion binding	molecular_function	GO:0005509
1875	1941	protein serine/threonine kinase activity	molecular_function	GO:0004674
1875	1942	transmembrane receptor protein serine/threonine kinase activity	molecular_function	GO:0004675
1875	1943	3-phosphoinositide-dependent protein kinase activity	molecular_function	GO:0004676
1875	1944	DNA-dependent protein kinase activity	molecular_function	GO:0004677
1875	1945	AMP-activated protein kinase activity	molecular_function	GO:0004679
1875	1946	casein kinase activity	molecular_function	GO:0004680
1875	1947	casein kinase I activity	molecular_function	GO:0004681
1875	1949	calmodulin regulated protein kinase activity	molecular_function	GO:0004683
1875	1952	eukaryotic elongation factor-2 kinase activity	molecular_function	GO:0004686
1875	1954	multifunctional calcium- and calmodulin-regulated protein kinase activity	molecular_function	GO:0004688
1875	1955	phosphorylase kinase activity	molecular_function	GO:0004689
1875	1956	cyclic nucleotide-dependent protein kinase activity	molecular_function	GO:0004690
1875	1958	cGMP-dependent protein kinase activity	molecular_function	GO:0004692
1875	1959	cyclin-dependent protein kinase activity	molecular_function	GO:0004693
1875	1960	eukaryotic translation initiation factor 2alpha kinase activity	molecular_function	GO:0004694
1875	1961	galactosyltransferase-associated kinase activity	molecular_function	GO:0004695
1875	1962	glycogen synthase kinase 3 activity	molecular_function	GO:0004696
1875	1963	protein kinase C activity	molecular_function	GO:0004697
1875	1964	calcium-dependent protein kinase C activity	molecular_function	GO:0004698
1875	1966	atypical protein kinase C activity	molecular_function	GO:0004700
1875	1967	diacylglycerol-activated phospholipid-dependent protein kinase C activity	molecular_function	GO:0004701
1875	1968	receptor signaling protein serine/threonine kinase activity	molecular_function	GO:0004702
1875	1969	G-protein coupled receptor kinase activity	molecular_function	GO:0004703
1875	1970	NF-kappaB-inducing kinase activity	molecular_function	GO:0004704
1875	1971	JUN kinase activity	molecular_function	GO:0004705
1875	1972	JUN kinase kinase kinase activity	molecular_function	GO:0004706
1875	1973	MAP kinase activity	molecular_function	GO:0004707
1875	1974	MAP kinase kinase activity	molecular_function	GO:0004708
1875	1975	MAP kinase kinase kinase activity	molecular_function	GO:0004709
1875	1976	MAP/ERK kinase kinase activity	molecular_function	GO:0004710
1875	1977	ribosomal protein S6 kinase activity	molecular_function	GO:0004711
1875	1978	protein threonine/tyrosine kinase activity	molecular_function	GO:0004712
1875	1980	transmembrane receptor protein tyrosine kinase activity	molecular_function	GO:0004714
1875	1981	non-membrane spanning protein tyrosine kinase activity	molecular_function	GO:0004715
1875	1982	receptor signaling protein tyrosine kinase activity	molecular_function	GO:0004716
1875	1984	Janus kinase activity	molecular_function	GO:0004718
1875	4978	MAP kinase 1 activity	molecular_function	GO:0008338
1875	4979	MP kinase activity	molecular_function	GO:0008339
1875	4989	MAP kinase kinase kinase kinase activity	molecular_function	GO:0008349
1875	5023	IkappaB kinase activity	molecular_function	GO:0008384
1875	5080	phosphofructokinase activity	molecular_function	GO:0008443
1875	5174	JUN kinase kinase activity	molecular_function	GO:0008545
1875	5225	phosphorylase kinase regulator activity	molecular_function	GO:0008607
1875	5428	cobinamide kinase activity	molecular_function	GO:0008819
1875	8094	phosphatidylinositol phosphate kinase activity	molecular_function	GO:0016307
1875	8277	cyclin-dependent protein kinase regulator activity	molecular_function	GO:0016538
1875	8502	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
1875	8634	MAP kinase 2 activity	molecular_function	GO:0016908
1875	8635	SAP kinase activity	molecular_function	GO:0016909
1875	9567	phenol kinase activity	molecular_function	GO:0018720
1875	10029	transmembrane receptor protein kinase activity	molecular_function	GO:0019199
1875	10721	cyclin-dependent protein kinase activating kinase activity	molecular_function	GO:0019912
1875	10722	cyclin-dependent protein kinase activating kinase regulator activity	molecular_function	GO:0019914
1875	12218	phosphoinositide 3-kinase activity	molecular_function	GO:0035004
1875	13113	eukaryotic elongation factor-2 kinase regulator activity	molecular_function	GO:0042556
1875	13114	eukaryotic elongation factor-2 kinase activator activity	molecular_function	GO:0042557
1884	1505	aminopeptidase activity	molecular_function	GO:0004177
1884	2746	intracellular	cellular_component	GO:0005622
1884	3588	proteolysis and peptidolysis	biological_process	GO:0006508
1884	1506	leucyl aminopeptidase activity	molecular_function	GO:0004178
1884	2855	cytoplasm	cellular_component	GO:0005737
1884	10363	protein metabolism	biological_process	GO:0019538
1884	10961	manganese ion binding	molecular_function	GO:0030145
1905	143	ubiquitin ligase complex	cellular_component	GO:0000151
1905	2103	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1905	4913	zinc ion binding	molecular_function	GO:0008270
1905	8306	protein ubiquitination	biological_process	GO:0016567
1946	2494	amino acid-polyamine transporter activity	molecular_function	GO:0005279
1946	3929	amino acid transport	biological_process	GO:0006865
1946	7826	membrane	cellular_component	GO:0016020
1947	1254	DNA photolyase activity	molecular_function	GO:0003913
1947	3378	DNA repair	biological_process	GO:0006281
1947	1246	deoxyribodipyrimidine photo-lyase activity	molecular_function	GO:0003904
1971	1170	catalytic activity	molecular_function	GO:0003824
1971	14745	nutrient reservoir activity	molecular_function	GO:0045735
1990	1055	nucleic acid binding	molecular_function	GO:0003676
1990	2653	ATP binding	molecular_function	GO:0005524
1990	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
1990	1683	helicase activity	molecular_function	GO:0004386
1990	505	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
1990	2049	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
1990	5336	DNA helicase IV activity	molecular_function	GO:0008722
1990	5368	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
1990	5406	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
1990	5437	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
1990	8207	pyrophosphatase activity	molecular_function	GO:0016462
1990	8545	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
1990	10006	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
1990	10007	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
2087	2061	thymidylate synthase activity	molecular_function	GO:0004799
2087	3330	dTMP biosynthesis	biological_process	GO:0006231
2087	18253	thymidylate synthase biosynthesis	biological_process	GO:0050757
2089	2653	ATP binding	molecular_function	GO:0005524
2089	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
2089	1055	nucleic acid binding	molecular_function	GO:0003676
2089	1683	helicase activity	molecular_function	GO:0004386
2089	3358	DNA metabolism	biological_process	GO:0006259
2089	505	diacylglycerol pyrophosphate phosphatase activity	molecular_function	GO:0000810
2089	2049	thiamin-pyrophosphatase activity	molecular_function	GO:0004787
2089	5336	DNA helicase IV activity	molecular_function	GO:0008722
2089	5368	UDP-2,3-diacylglucosamine hydrolase activity	molecular_function	GO:0008758
2089	5406	bis(5'-nucleosyl)-tetraphosphatase activity	molecular_function	GO:0008796
2089	5437	dATP pyrophosphohydrolase activity	molecular_function	GO:0008828
2089	8207	pyrophosphatase activity	molecular_function	GO:0016462
2089	8545	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	molecular_function	GO:0016818
2089	10006	dihydroneopterin monophosphate phosphatase activity	molecular_function	GO:0019176
2089	10007	dihydroneopterin triphosphate pyrophosphohydrolase activity	molecular_function	GO:0019177
2097	1055	nucleic acid binding	molecular_function	GO:0003676
2097	2653	ATP binding	molecular_function	GO:0005524
2097	4688	ATP-dependent helicase activity	molecular_function	GO:0008026
2097	1683	helicase activity	molecular_function	GO:0004386
