#pacId	locusName	transcriptName	peptideName	Pfam	Panther	KOG	KEGG/ec	KO	GO	Best-hit-arabi-name	arabi-symbol	arabi-defline	Best-hit-chlamy-name	chlamy-symbol	chlamy-defline
32885191	Vocar.0001s0023	Vocar.0001s0023.1	Vocar.0001s0023.1.p	PF13193,PF00501	PTHR24096,PTHR24096:SF253	KOG1176	6.2.1.3	K18660	GO:0008152,GO:0003824	AT3G16170.1		AMP-dependent synthetase and ligase family protein	Cre13.g586000.t1.2	g14381.t1,Cre13.g586000.t1.1	
32884743	Vocar.0001s0024	Vocar.0001s0024.1	Vocar.0001s0024.1.p	PF02190	PTHR14255,PTHR14255:SF12	KOG1400		K11793	GO:0006508,GO:0004176	AT2G25740.1		ATP-dependent protease La (LON) domain protein	Cre13.g585651.t1.1	g14374.t1	
32885900	Vocar.0001s0025	Vocar.0001s0025.1	Vocar.0001s0025.1.p										Cre13.g585600.t1.1	g14373.t1	
32885509	Vocar.0001s0026	Vocar.0001s0026.1	Vocar.0001s0026.1.p	PF00076	PTHR23147	KOG4207		K12900	GO:0003676	AT5G18810.1	SCL28	SC35-like splicing factor 28	Cre13.g586916.t1.1	g14400.t1,Cre13.g586900.t1.3,SCL27,SRS9	
32885510	Vocar.0001s0026	Vocar.0001s0026.2	Vocar.0001s0026.2.p	PF00076	PTHR23147	KOG4207			GO:0003676	AT5G18810.1	SCL28	SC35-like splicing factor 28	Cre13.g586916.t1.1	g14400.t1,Cre13.g586900.t1.3,SCL27,SRS9	
32884635	Vocar.0001s0027	Vocar.0001s0027.1	Vocar.0001s0027.1.p												
32885256	Vocar.0001s0028	Vocar.0001s0028.1	Vocar.0001s0028.1.p	PF00060,PF00497	PTHR18966			K05198	GO:0016020,GO:0004970	AT1G05200.2	ATGLR3.4,GLR3.4,GLUR3	glutamate receptor 3.4	Cre12.g542569.t2.1	g13719.t1	
32884399	Vocar.0001s0029	Vocar.0001s0029.1	Vocar.0001s0029.1.p	PF00225	PTHR24115	KOG4280	3.6.4.4		GO:0008017,GO:0007018,GO:0005524,GO:0003777,GO:0005871	AT3G45850.2		P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre13.g586500.t1.2	g14391.t1,Cre13.g586500.t1.1,KIN17-2	
32885358	Vocar.0001s0030	Vocar.0001s0030.1	Vocar.0001s0030.1.p	PF14226	PTHR10209,PTHR10209:SF205		1.14.11.19			AT5G48020.1		2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	Cre13.g586400.t1.2	g14389.t1,Cre13.g586400.t1.1	
32884220	Vocar.0001s0031	Vocar.0001s0031.1	Vocar.0001s0031.1.p	PF00875,PF12697	PTHR10992,PTHR10992:SF754	KOG1454				AT4G25290.1		DNA photolyases;DNA photolyases	Cre13.g586350.t1.1	g14388.t1	
32884274	Vocar.0001s0032	Vocar.0001s0032.1	Vocar.0001s0032.1.p	PF00254	PTHR10516	KOG0544	5.2.1.8	K09568	GO:0006457	AT3G25230.2	ATFKBP62,FKBP62,ROF1	rotamase FKBP 1	Cre13.g586300.t1.2	g14387.t1,Cre13.g586300.t1.1	Peptidyl-prolyl cis-trans isomerase, FKBP-type
32885158	Vocar.0001s0033	Vocar.0001s0033.1	Vocar.0001s0033.1.p	PF01121	PTHR10695	KOG3220	2.7.1.24		GO:0015937,GO:0005524,GO:0004140	AT2G27490.1	ATCOAE	dephospho-CoA kinase family	Cre13.g586250.t1.2	g14386.t1,Cre13.g586250.t1.1,COA7	
32886042	Vocar.0001s0034	Vocar.0001s0034.1	Vocar.0001s0034.1.p	PF13414	PTHR23083					AT4G28600.1	NPGR2	no pollen germination related 2	Cre13.g586200.t1.2	g14385.t1,Cre13.g586200.t1.1	
32884676	Vocar.0001s0035	Vocar.0001s0035.1	Vocar.0001s0035.1.p	PF04101	PTHR12867	KOG3349	2.4.1.141	K07432	GO:0016758	AT4G16710.1		glycosyltransferase family protein 28	Cre13.g585850.t1.2	g14378.t1,Cre13.g585850.t1.1	
32884711	Vocar.0001s0036	Vocar.0001s0036.1	Vocar.0001s0036.1.p												
32885600	Vocar.0001s0037	Vocar.0001s0037.1	Vocar.0001s0037.1.p							AT1G05500.1	ATSYTE,NTMC2T2.1,NTMC2TYPE2.1,SYT5,SYTE	Calcium-dependent lipid-binding (CaLB domain) family protein	Cre13.g585700.t1.1	g14375.t1	
32884500	Vocar.0001s0038	Vocar.0001s0038.1	Vocar.0001s0038.1.p	PF00355,PF01266	PTHR13847,PTHR13847:SF202				GO:0055114,GO:0051537,GO:0016491	AT4G03280.1	PETC,PGR1	photosynthetic electron transfer C	Cre13.g585750.t1.2	g14376.t1,Cre13.g585750.t1.1,FAO11	
32885383	Vocar.0001s0039	Vocar.0001s0039.1	Vocar.0001s0039.1.p		PTHR33129								Cre04.g226100.t2.1	g4943.t2	
32884655	Vocar.0001s0040	Vocar.0001s0040.1	Vocar.0001s0040.1.p	PF03188	PTHR10106	KOG1619	1.16.5.1	K08360	GO:0016021	AT5G38630.1	ACYB-1,CYB-1	cytochrome B561-1	Cre13.g586600.t1.2	g14393.t1,Cre13.g586600.t1.1	
32885280	Vocar.0001s0041	Vocar.0001s0041.1	Vocar.0001s0041.1.p	PF00173	PTHR19359,PTHR19359:SF10					AT1G60660.1	ATCB5LP,B5 #5,CB5LP	cytochrome B5-like protein	Cre13.g586550.t1.2	g14392.t1,Cre13.g586550.t1.1,CYB4,CYB5-4	Cytochrome b5 protein
32885271	Vocar.0001s0042	Vocar.0001s0042.1	Vocar.0001s0042.1.p	PF00790					GO:0006886				Cre13.g585100.t1.2	g14362.t1,Cre13.g585100.t1.1	
32884379	Vocar.0001s0043	Vocar.0001s0043.1	Vocar.0001s0043.1.p	PF01912	PTHR10784	KOG3185		K03264	GO:0043022,GO:0042256	AT3G55620.1	emb1624	Translation initiation factor IF6	Cre13.g585150.t1.2	g14363.t1,Cre13.g585150.t1.1,EIF6,EIF6A	Eukaryotic translation initiation factor 6
32884927	Vocar.0001s0044	Vocar.0001s0044.1	Vocar.0001s0044.1.p	PF02214,PF08005	PTHR14499				GO:0051260	AT5G55000.2	FIP2	potassium channel tetramerisation domain-containing protein / pentapeptide repeat-containing protein	Cre13.g585250.t1.1	g14366.t1	
32886061	Vocar.0001s0045	Vocar.0001s0045.1	Vocar.0001s0045.1.p	PF04101	PTHR21015,PTHR21015:SF28		2.4.1.46	K03715	GO:0016758	AT4G31780.2	MGD1,MGDA	monogalactosyl diacylglycerol synthase 1	Cre13.g585301.t1.1	g14367.t1	
32885493	Vocar.0001s0046	Vocar.0001s0046.1	Vocar.0001s0046.1.p												
32884645	Vocar.0001s0047	Vocar.0001s0047.1	Vocar.0001s0047.1.p	PF02636	PTHR12049,PTHR12049:SF5					AT1G04900.1		Protein of unknown function (DUF185)	Cre13.g584700.t1.1	g14352.t1	
32885200	Vocar.0001s0048	Vocar.0001s0048.1	Vocar.0001s0048.1.p	PF08241	PTHR13090		2.1.1.197	K18162	GO:0008168,GO:0008152	AT1G22800.1		S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	Cre13.g584750.t2.1	g14353.t1,SMM46	
32884297	Vocar.0001s0049	Vocar.0001s0049.1	Vocar.0001s0049.1.p	PF14497,PF02798	PTHR11260	KOG0867	2.5.1.18		GO:0005515	AT2G30860.2	ATGSTF7,ATGSTF9,GLUTTR,GSTF9	glutathione S-transferase PHI 9	Cre13.g584850.t1.1	g14356.t1	
32885783	Vocar.0001s0050	Vocar.0001s0050.1	Vocar.0001s0050.1.p	PF09773	PTHR21274,PTHR21274:SF0	KOG4611		K19348	GO:0042384,GO:0036038,GO:0010826				Cre13.g584901.t1.1	g14357.t1,Cre13.g584900.t1.3	
32884658	Vocar.0001s0051	Vocar.0001s0051.1	Vocar.0001s0051.1.p										Cre13.g584950.t1.1	g14358.t1	
32885957	Vocar.0001s0052	Vocar.0001s0052.1	Vocar.0001s0052.1.p	PF08534	PTHR10681,PTHR10681:SF68				GO:0016491				Cre13.g585350.t1.2	g14368.t1,Cre13.g585350.t1.1	
32884909	Vocar.0001s0053	Vocar.0001s0053.1	Vocar.0001s0053.1.p										Cre09.g414100.t1.2	g10256.t1,Cre09.g414100.t1.1	
32884222	Vocar.0001s0054	Vocar.0001s0054.1	Vocar.0001s0054.1.p	PF08373	PTHR21228,PTHR21228:SF20								Cre10.g459350.t1.1	g11266.t1,RAP5	
32885115	Vocar.0001s0055	Vocar.0001s0055.1	Vocar.0001s0055.1.p	PF07714	PTHR23257	KOG0198	2.7.11.25		GO:0006468,GO:0004672	AT1G79570.1		Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain	Cre13.g584100.t1.1	g14339.t1	
32884650	Vocar.0001s0056	Vocar.0001s0056.1	Vocar.0001s0056.1.p		PTHR34118,PTHR34118:SF1								Cre13.g584250.t1.2	g14343.t1,Cre13.g584250.t1.1	
32885533	Vocar.0001s0057	Vocar.0001s0057.1	Vocar.0001s0057.1.p										Cre03.g160150.t1.2	g3279.t1,Cre03.g160150.t1.1	
32885534	Vocar.0001s0057	Vocar.0001s0057.2	Vocar.0001s0057.2.p										Cre01.g045800.t1.1	g1027.t1	
32884806	Vocar.0001s0058	Vocar.0001s0058.1	Vocar.0001s0058.1.p										Cre13.g583400.t1.1	g14324.t1	
32884807	Vocar.0001s0058	Vocar.0001s0058.2	Vocar.0001s0058.2.p										Cre13.g583400.t1.1	g14324.t1	
32885710	Vocar.0001s0059	Vocar.0001s0059.1	Vocar.0001s0059.1.p										Cre13.g583350.t1.1	g14323.t1	
32885711	Vocar.0001s0059	Vocar.0001s0059.2	Vocar.0001s0059.2.p										Cre13.g583350.t1.1	g14323.t1	
32885780	Vocar.0001s0060	Vocar.0001s0060.1	Vocar.0001s0060.1.p												
32884797	Vocar.0001s0061	Vocar.0001s0061.1	Vocar.0001s0061.1.p	PF13639					GO:0008270,GO:0005515	AT3G20395.1		RING/U-box superfamily protein	Cre13.g583750.t1.1	g14331.t1	
32885734	Vocar.0001s0062	Vocar.0001s0062.1	Vocar.0001s0062.1.p										Cre13.g584500.t1.2	g14347.t1,Cre13.g584500.t1.1	
32885599	Vocar.0001s0063	Vocar.0001s0063.1	Vocar.0001s0063.1.p		PTHR32083,PTHR32083:SF31								Cre13.g584400.t1.2	g14345.t1,Cre13.g584400.t1.1	Flagellar Associated Protein
32885729	Vocar.0001s0064	Vocar.0001s0064.1	Vocar.0001s0064.1.p										Cre12.g533450.t1.2	g13123.t1,Cre12.g533450.t1.1	
32884839	Vocar.0001s0065	Vocar.0001s0065.1	Vocar.0001s0065.1.p		PTHR15137					AT1G73960.2	TAF2	TBP-associated factor 2	Cre13.g583500.t1.1	g14326.t1	
32884491	Vocar.0001s0066	Vocar.0001s0066.1	Vocar.0001s0066.1.p	PF04012	PTHR31088,PTHR31088:SF6			K03969		AT1G65260.1	PTAC4,VIPP1	plastid transcriptionally active 4	Cre13.g583550.t1.2	g14327.t1,Cre13.g583550.t1.1,VIP1	Vesicle inducing protein in plastids 1
32885627	Vocar.0001s0067	Vocar.0001s0067.1	Vocar.0001s0067.1.p	PF13692	PTHR12526,PTHR12526:SF384		2.4.1.241	K09480		AT3G11670.1	DGD1	UDP-Glycosyltransferase superfamily protein	Cre13.g583600.t1.2	g14328.t1,Cre13.g583600.t1.1	Galactolipid galactosyltransferase
32885039	Vocar.0001s0068	Vocar.0001s0068.1	Vocar.0001s0068.1.p		PTHR13528,PTHR13528:SF2			K02902	GO:0003735	AT4G31460.1		Ribosomal L28 family	Cre13.g579150.t1.2	g14228.t1,Cre13.g579150.t1.1	
32885177	Vocar.0001s0069	Vocar.0001s0069.1	Vocar.0001s0069.1.p		PTHR12827			K03348	GO:0005680	AT5G05560.1	EMB2771	E3 ubiquitin ligase, putative	Cre13.g579100.t1.1	g14227.t1,APC1	Anaphase promoting complex subunit 1 (partial)
32885354	Vocar.0001s0070	Vocar.0001s0070.1	Vocar.0001s0070.1.p	PF07714	PTHR23257	KOG0192	2.7.10.1		GO:0006468,GO:0004672	AT1G79570.1		Protein kinase superfamily protein with octicosapeptide/Phox/Bem1p domain	Cre01.g030600.t1.1	g693.t1,MAPKKK4	Mitogen-Activated Protein Kinase Kinase Kinase
32885356	Vocar.0001s0070	Vocar.0001s0070.2	Vocar.0001s0070.2.p	PF00069	PTHR23257		2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT1G02970.1	ATWEE1,WEE1	WEE1 kinase homolog	Cre01.g030600.t1.1	g693.t1,MAPKKK4	Mitogen-Activated Protein Kinase Kinase Kinase
32885355	Vocar.0001s0070	Vocar.0001s0070.3	Vocar.0001s0070.3.p	PF00069	PTHR23257		2.7.11.1		GO:0006468,GO:0005524,GO:0004672	AT3G08730.1	ATPK1,ATPK6,ATS6K1,PK1,PK6,S6K1	protein-serine kinase 1	Cre01.g030600.t1.1	g693.t1,MAPKKK4	Mitogen-Activated Protein Kinase Kinase Kinase
32884280	Vocar.0001s0071	Vocar.0001s0071.1	Vocar.0001s0071.1.p		PTHR36333,PTHR36333:SF1					AT1G62780.1			Cre13.g579550.t1.1	g14237.t1	Predicted protein
32885071	Vocar.0001s0072	Vocar.0001s0072.1	Vocar.0001s0072.1.p	PF00534,PF16760	PTHR12526,PTHR12526:SF341		2.4.1.21	K00703		AT1G11720.2	ATSS3,SS3	starch synthase 3	Cre13.g579598.t2.1	g14240.t1,Cre13.g579600.t1.3,SSS3	
32885072	Vocar.0001s0072	Vocar.0001s0072.2	Vocar.0001s0072.2.p	PF00534,PF16760	PTHR12526,PTHR12526:SF341		2.4.1.21	K00703		AT1G11720.2	ATSS3,SS3	starch synthase 3	Cre13.g579598.t2.1	g14240.t1,Cre13.g579600.t1.3,SSS3	
32885974	Vocar.0001s0073	Vocar.0001s0073.1	Vocar.0001s0073.1.p	PF16320,PF00542		KOG1715			GO:0006412,GO:0003735	AT3G27840.1	RPL12-B	ribosomal protein L12-B	Cre13.g581650.t1.2	g14284.t1,Cre13.g581650.t1.1,L12	Plastid ribosomal protein L7/L12
32885103	Vocar.0001s0074	Vocar.0001s0074.1	Vocar.0001s0074.1.p										Cre13.g581600.t1.2	g14283.t1,Cre13.g581600.t1.1,ASA4	Mitochondrial F1F0 ATP synthase associated 31.2 kDa protein
32885104	Vocar.0001s0074	Vocar.0001s0074.2	Vocar.0001s0074.2.p	PF15704									Cre13.g581600.t1.2	g14283.t1,Cre13.g581600.t1.1,ASA4	Mitochondrial F1F0 ATP synthase associated 31.2 kDa protein
32884697	Vocar.0001s0075	Vocar.0001s0075.1	Vocar.0001s0075.1.p	PF14413,PF04446	PTHR12729,PTHR12729:SF6	KOG2721	2.7.7.79	K10761	GO:0008193,GO:0006400,GO:0000287	AT2G32320.2		tRNAHis guanylyltransferase	Cre13.g581550.t1.1	g14282.t1,THG1	Histidine tRNA 5\'-guanylyltransferase
32884767	Vocar.0001s0076	Vocar.0001s0076.1	Vocar.0001s0076.1.p										Cre13.g581500.t1.1	g14281.t1	
32885006	Vocar.0001s0077	Vocar.0001s0077.1	Vocar.0001s0077.1.p	PF01399,PF10602	PTHR14145,PTHR14145:SF1	KOG0687		K03037	GO:0005515	AT4G24820.2		26S proteasome, regulatory subunit Rpn7;Proteasome component (PCI) domain	Cre13.g581450.t1.2	g14280.t2,Cre13.g581450.t1.1,RPN7	26S proteasome regulatory subunit
32885877	Vocar.0001s0078	Vocar.0001s0078.1	Vocar.0001s0078.1.p												
32885032	Vocar.0001s0079	Vocar.0001s0079.1	Vocar.0001s0079.1.p										Cre13.g581350.t1.2	g14278.t1,Cre13.g581350.t1.1	
32885625	Vocar.0001s0080	Vocar.0001s0080.1	Vocar.0001s0080.1.p		PTHR12241,PTHR12241:SF1								Cre13.g581200.t1.1	g14275.t1	
32885626	Vocar.0001s0080	Vocar.0001s0080.2	Vocar.0001s0080.2.p		PTHR12241,PTHR12241:SF1								Cre13.g581200.t1.1	g14275.t1	
32884749	Vocar.0001s0081	Vocar.0001s0081.1	Vocar.0001s0081.1.p	PF00583	PTHR23091,PTHR23091:SF255		2.3.1.128		GO:0008080	AT2G39000.3		Acyl-CoA N-acyltransferases (NAT) superfamily protein	Cre13.g581150.t1.2	g14274.t1,Cre13.g581150.t1.1,NAT30	
32884580	Vocar.0001s0082	Vocar.0001s0082.1	Vocar.0001s0082.1.p	PF13639	PTHR22763		6.3.2.19	K16274	GO:0008270,GO:0005515	AT5G20910.1	AIP2	RING/U-box superfamily protein	Cre13.g580750.t1.1	g14265.t1	
32885402	Vocar.0001s0083	Vocar.0001s0083.1	Vocar.0001s0083.1.p	PF07687,PF01546	PTHR32494,PTHR32494:SF7		3.5.3.9	K02083	GO:0016787,GO:0008152	AT4G20070.1	AAH,ATAAH	allantoate amidohydrolase	Cre13.g580700.t1.1	g14264.t1,DAL2	
32886062	Vocar.0001s0084	Vocar.0001s0084.1	Vocar.0001s0084.1.p	PF03095	PTHR10012	KOG2867	5.2.1.8	K17605	GO:0019211	AT4G08960.1		phosphotyrosyl phosphatase activator (PTPA) family protein	Cre13.g580650.t1.2	g14263.t1,Cre13.g580650.t1.1,PYP1	
32884951	Vocar.0001s0085	Vocar.0001s0085.1	Vocar.0001s0085.1.p	PF00651	PTHR23231,PTHR23231:SF4				GO:0005515	AT4G15840.1		BTB/POZ domain-containing protein	Cre13.g580450.t1.1	g14259.t1	
32885839	Vocar.0001s0086	Vocar.0001s0086.1	Vocar.0001s0086.1.p	PF07933	PTHR12847,PTHR12847:SF3	KOG2500			GO:0016020,GO:0006897	AT3G58600.1		Adaptin ear-binding coat-associated protein 1 NECAP-1	Cre13.g580500.t1.1	g14260.t2	
32885840	Vocar.0001s0086	Vocar.0001s0086.2	Vocar.0001s0086.2.p	PF07933	PTHR12847,PTHR12847:SF3	KOG2500			GO:0016020,GO:0006897	AT3G58600.1		Adaptin ear-binding coat-associated protein 1 NECAP-1	Cre13.g580500.t1.1	g14260.t2	
32884780	Vocar.0001s0087	Vocar.0001s0087.1	Vocar.0001s0087.1.p	PF00856	PTHR12197		2.1.1.43		GO:0005515	AT1G26760.1	ATXR1,SDG35	SET domain protein 35	Cre13.g580550.t1.2	g14261.t1,Cre13.g580550.t1.1,HLM20	
32884781	Vocar.0001s0087	Vocar.0001s0087.2	Vocar.0001s0087.2.p	PF00856	PTHR12197,PTHR12197:SF145		2.1.1.43		GO:0005515	AT1G26760.1	ATXR1,SDG35	SET domain protein 35	Cre13.g580550.t1.2	g14261.t1,Cre13.g580550.t1.1,HLM20	
32885638	Vocar.0001s0088	Vocar.0001s0088.1	Vocar.0001s0088.1.p	PF04376,PF04377	PTHR21367,PTHR21367:SF1	KOG1193	2.3.2.8	K00685	GO:0016598,GO:0004057	AT5G05700.1	ATATE1,ATE1,DLS1	arginine-tRNA protein transferase 1	Cre13.g580600.t1.2	g14262.t1,Cre13.g580600.t1.1,ATT1	
32884511	Vocar.0001s0089	Vocar.0001s0089.1	Vocar.0001s0089.1.p	PF00534	PTHR12526,PTHR12526:SF378		2.4.1.13			AT3G10630.1		UDP-Glycosyltransferase superfamily protein	Cre02.g118801.t1.1	g2465.t1,Cre02.g118800.t1.2,GTR	
32885553	Vocar.0001s0090	Vocar.0001s0090.1	Vocar.0001s0090.1.p										Cre13.g580350.t1.2	g14257.t1,Cre13.g580350.t1.1	
32884469	Vocar.0001s0091	Vocar.0001s0091.1	Vocar.0001s0091.1.p	PF00005	PTHR12847,PTHR12847:SF6	KOG2355	3.6.3.44	K12608	GO:0016887,GO:0005524	AT1G03905.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre13.g580300.t1.2	g14256.t1,Cre13.g580300.t1.1,ABC3	ABC transporter family protein 
32885338	Vocar.0001s0092	Vocar.0001s0092.1	Vocar.0001s0092.1.p	PF03941											
32884196	Vocar.0001s0093	Vocar.0001s0093.1	Vocar.0001s0093.1.p										Cre13.g580200.t1.2	g14254.t1,Cre13.g580200.t1.1	
32885056	Vocar.0001s0094	Vocar.0001s0094.1	Vocar.0001s0094.1.p	PF03941									Cre13.g580250.t1.1	g14255.t1	
32885264	Vocar.0001s0095	Vocar.0001s0095.1	Vocar.0001s0095.1.p	PF07690	PTHR23516,PTHR23516:SF1	KOG4332			GO:0055085,GO:0016021	AT1G64650.1		Major facilitator superfamily protein	Cre13.g580150.t2.1	g14253.t2	
32884405	Vocar.0001s0096	Vocar.0001s0096.1	Vocar.0001s0096.1.p	PF05496	PTHR23074,PTHR23074:SF20	KOG0737	3.6.1.3		GO:0009378,GO:0006310,GO:0006281	AT5G53540.1		P-loop containing nucleoside triphosphate hydrolases superfamily protein	Cre13.g580050.t1.2	g14251.t1,Cre13.g580050.t1.1	
32885539	Vocar.0001s0097	Vocar.0001s0097.1	Vocar.0001s0097.1.p										Cre13.g579450.t1.1	g14235.t1,CST1	Chlamy-specific membrane transporter of unknown function
32884667	Vocar.0001s0098	Vocar.0001s0098.1	Vocar.0001s0098.1.p	PF13414	PTHR12760	KOG3060				AT3G04830.1		Protein prenylyltransferase superfamily protein	Cre13.g579950.t1.2	g14248.t1,Cre13.g579950.t1.1	
32885796	Vocar.0001s0099	Vocar.0001s0099.1	Vocar.0001s0099.1.p	PF13365	PTHR22939,PTHR22939:SF67	KOG1320	3.4.21.107			AT5G40200.1	DegP9	DegP protease 9	Cre13.g579901.t1.1	g14247.t1	
32886099	Vocar.0001s0100	Vocar.0001s0100.1	Vocar.0001s0100.1.p										Cre13.g580000.t2.1	g14250.t2	
32884623	Vocar.0001s0101	Vocar.0001s0101.1	Vocar.0001s0101.1.p												
32885347	Vocar.0001s0102	Vocar.0001s0102.1	Vocar.0001s0102.1.p	PF16923,PF03200	PTHR10412,PTHR10412:SF11		3.2.1.106	K01228		AT1G67490.1	GCS1,KNF	glucosidase 1	Cre13.g579734.t1.1	g14243.t1	
