transcriptId	proteinId	kogid	kogdefline	kogClass	kogGroup
560	390	KOG1994	Predicted RNA binding protein, contains G-patch and Zn-finger domains	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
606	436	KOG4393	Predicted pseudouridylate synthase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
618	448	KOG0348	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
647	477	KOG1098	Putative SAM-dependent rRNA methyltransferase SPB1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
779	609	KOG0119	Splicing factor 1/branch point binding protein (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
809	639	KOG0145	RNA-binding protein ELAV/HU (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
840	670	KOG0339	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
925	755	KOG0335	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
927	757	KOG0495	HAT repeat protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
975	805	KOG0131	Splicing factor 3b, subunit 4	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
994	824	KOG1272	WD40-repeat-containing subunit of the 18S rRNA processing complex	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1020	850	KOG3980	RNA 3prime-terminal phosphate cyclase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1081	911	KOG0948	Nuclear exosomal RNA helicase MTR4, DEAD-box superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1127	957	KOG3322	Ribonucleases P/MRP protein subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1148	978	KOG1609	Protein involved in mRNA turnover and stability	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1149	979	KOG1609	Protein involved in mRNA turnover and stability	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1167	997	KOG0304	mRNA deadenylase subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1299	1129	KOG0227	Splicing factor 3a, subunit 2	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1319	1149	KOG1801	tRNA-splicing endonuclease positive effector (SEN1)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1323	1153	KOG1475	Ribosomal protein RPL1/RPL2/RL4L4	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1327	1157	KOG1135	mRNA cleavage and polyadenylation factor II complex, subunit CFT2 (CPSF subunit)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1386	1216	KOG0268	Sof1-like rRNA processing protein (contains WD40 repeats)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1416	1246	KOG3801	Uncharacterized conserved protein BCN92	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1526	1356	KOG2636	Splicing factor 3a, subunit 3	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1676	1506	KOG1909	Ran GTPase-activating protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1714	1544	KOG0923	mRNA splicing factor ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1743	1573	KOG0265	U5 snRNP-specific protein-like factor and related proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1810	1640	KOG0331	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1827	1657	KOG1804	RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1869	1699	KOG2572	Ribosome biogenesis protein - Nop58p/Nop5p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
1916	1746	KOG2991	Splicing regulator	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2035	1865	KOG0128	RNA-binding protein SART3 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2061	1891	KOG0272	U4/U6 small nuclear ribonucleoprotein Prp4 (contains WD40 repeats)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2062	1892	KOG2769	Putative u4/u6 small nuclear ribonucleoprotein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2214	2044	KOG2562	Protein phosphatase 2 regulatory subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2221	2051	KOG0337	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2223	2053	KOG2562	Protein phosphatase 2 regulatory subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2277	2107	KOG2573	Ribosome biogenesis protein - Nop56p/Sik1p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2278	2108	KOG2573	Ribosome biogenesis protein - Nop56p/Sik1p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2306	2136	KOG4211	Splicing factor hnRNP-F and related RNA-binding proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2430	2260	KOG0105	Alternative splicing factor ASF/SF2 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2531	2361	KOG2560	RNA splicing factor - Slu7p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2567	2397	KOG0344	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2589	2419	KOG2809	Telomerase elongation inhibitor/RNA maturation protein PINX1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2609	2439	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2619	2449	KOG3911	Nucleolar protein NOP52/RRP1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2623	2453	KOG2953	mRNA-binding protein Encore	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2673	2503	KOG0344	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2699	2529	KOG3908	Queuine-tRNA ribosyltransferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2754	2584	KOG0953	Mitochondrial RNA helicase SUV3, DEAD-box superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2796	2626	KOG0334	RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2848	2678	KOG0108	mRNA cleavage and polyadenylation factor I complex, subunit RNA15	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2926	2756	KOG0213	Splicing factor 3b, subunit 1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2929	2759	KOG1070	rRNA processing protein Rrp5	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2931	2761	KOG0342	ATP-dependent RNA helicase pitchoune	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2957	2787	KOG3392	Exon-exon junction complex, Magoh component	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2967	2797	KOG2191	RNA-binding protein NOVA1/PASILLA and related KH domain proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2972	2802	KOG0922	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
2999	2829	KOG0063	RNAse L inhibitor, ABC superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3000	2830	KOG0063	RNAse L inhibitor, ABC superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3059	2889	KOG1895	mRNA cleavage and polyadenylation factor II complex, subunit PTA1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3077	2907	KOG1802	RNA helicase nonsense mRNA reducing factor (pNORF1)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3165	2995	KOG2190	PolyC-binding proteins alphaCP-1 and related KH domain proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3234	3064	KOG3387	60S ribosomal protein 15.5kD/SNU13, NHP2/L7A family (includes ribonuclease P subunit p38), involved in splicing	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3253	3083	KOG1996	mRNA splicing factor	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3281	3111	KOG0113	U1 small nuclear ribonucleoprotein (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3300	3130	KOG2793	Putative N2,N2-dimethylguanosine tRNA methyltransferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3363	3193	KOG0291	WD40-repeat-containing subunit of the 18S rRNA processing complex	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3364	3194	KOG0291	WD40-repeat-containing subunit of the 18S rRNA processing complex	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3401	3231	KOG1801	tRNA-splicing endonuclease positive effector (SEN1)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3452	3282	KOG0127	Nucleolar protein fibrillarin NOP77 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3460	3290	KOG0922	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3461	3291	KOG0922	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3474	3304	KOG0920	ATP-dependent RNA helicase A	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3479	3309	KOG0007	Splicing factor 3a, subunit 1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3494	3324	KOG2793	Putative N2,N2-dimethylguanosine tRNA methyltransferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3527	3357	KOG0152	Spliceosomal protein FBP11/Splicing factor PRP40	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3528	3358	KOG0152	Spliceosomal protein FBP11/Splicing factor PRP40	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3530	3360	KOG0285	Pleiotropic regulator 1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3559	3389	KOG0951	RNA helicase BRR2, DEAD-box superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3641	3471	KOG0947	Cytoplasmic exosomal RNA helicase SKI2, DEAD-box superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3762	3592	KOG2078	tRNA modification enzyme	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3772	3602	KOG2386	mRNA capping enzyme, guanylyltransferase (alpha) subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3804	3634	KOG3937	mRNA splicing factor	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3846	3676	KOG2190	PolyC-binding proteins alphaCP-1 and related KH domain proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3872	3702	KOG3503	H/ACA snoRNP complex, subunit NOP10	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3878	3708	KOG2793	Putative N2,N2-dimethylguanosine tRNA methyltransferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3912	3742	KOG4655	U3 small nucleolar ribonucleoprotein (snoRNP) component	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3913	3743	KOG4655	U3 small nucleolar ribonucleoprotein (snoRNP) component	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3956	3786	KOG1804	RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
3957	3787	KOG1804	RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4066	3896	KOG1914	mRNA cleavage and polyadenylation factor I complex, subunit RNA14	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4070	3900	KOG4206	Spliceosomal protein snRNP-U1A/U2B	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4091	3921	KOG0331	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4204	4034	KOG3068	mRNA splicing factor	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4300	4130	KOG1856	Transcription elongation factor SPT6	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4302	4132	KOG1856	Transcription elongation factor SPT6	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4443	4273	KOG1782	Small Nuclear ribonucleoprotein splicing factor	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4446	4276	KOG0331	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4474	4304	KOG0647	mRNA export protein (contains WD40 repeats)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4493	4323	KOG4206	Spliceosomal protein snRNP-U1A/U2B	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4516	4346	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4563	4393	KOG2780	Ribosome biogenesis protein RPF1, contains IMP4 domain	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4584	4414	KOG0121	Nuclear cap-binding protein complex, subunit CBP20 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4611	4441	KOG0952	DNA/RNA helicase MER3/SLH1, DEAD-box superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4660	4490	KOG2481	Protein required for normal rRNA processing	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4706	4536	KOG0838	RNA Methylase, SpoU family	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4741	4571	KOG2162	Nonsense-mediated mRNA decay protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4819	4649	KOG0329	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4939	4769	KOG0343	RNA Helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
4999	4829	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5000	4830	KOG0333	U5 snRNP-like RNA helicase subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5050	4880	KOG0533	RRM motif-containing protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5121	4951	KOG3414	Component of the U4/U6.U5 snRNP/mitosis protein DIM1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5124	4954	KOG0839	RNA Methylase, SpoU family	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5132	4962	KOG1609	Protein involved in mRNA turnover and stability	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5159	4989	KOG2793	Putative N2,N2-dimethylguanosine tRNA methyltransferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5201	5031	KOG1802	RNA helicase nonsense mRNA reducing factor (pNORF1)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5221	5051	KOG4205	RNA-binding protein musashi/mRNA cleavage and polyadenylation factor I complex, subunit HRP1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5254	5084	KOG0670	U4/U6-associated splicing factor PRP4	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5289	5119	KOG3293	Small nuclear ribonucleoprotein (snRNP)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5413	5243	KOG2245	Poly(A) polymerase and related nucleotidyltransferases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5428	5258	KOG4211	Splicing factor hnRNP-F and related RNA-binding proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5475	5305	KOG1137	mRNA cleavage and polyadenylation factor II complex, BRR5 (CPSF subunit)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5476	5306	KOG1137	mRNA cleavage and polyadenylation factor II complex, BRR5 (CPSF subunit)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5477	5307	KOG1122	tRNA and rRNA cytosine-C5-methylase (nucleolar protein NOL1/NOP2)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5547	5377	KOG4205	RNA-binding protein musashi/mRNA cleavage and polyadenylation factor I complex, subunit HRP1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5657	5487	KOG3428	Small nuclear ribonucleoprotein SMD1 and related snRNPs	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5658	5488	KOG3428	Small nuclear ribonucleoprotein SMD1 and related snRNPs	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5672	5502	KOG1775	U6 snRNA-associated Sm-like protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5685	5515	KOG0120	Splicing factor U2AF, large subunit (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5698	5528	KOG1122	tRNA and rRNA cytosine-C5-methylase (nucleolar protein NOL1/NOP2)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5710	5540	KOG1869	Splicing coactivator SRm160/300, subunit SRm300	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5849	5679	KOG0306	WD40-repeat-containing subunit of the 18S rRNA processing complex	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5921	5751	KOG1676	K-homology type RNA binding proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5927	5757	KOG0953	Mitochondrial RNA helicase SUV3, DEAD-box superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
5970	5800	KOG3980	RNA 3prime-terminal phosphate cyclase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6119	5949	KOG2837	Protein containing a U1-type Zn-finger and implicated in RNA splicing or processing 	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6123	5953	KOG1774	Small nuclear ribonucleoprotein E	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6146	5976	KOG1802	RNA helicase nonsense mRNA reducing factor (pNORF1)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6177	6007	KOG1909	Ran GTPase-activating protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6182	6012	KOG0922	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6183	6013	KOG0922	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6223	6053	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6260	6090	KOG0926	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6268	6098	KOG2078	tRNA modification enzyme	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6277	6107	KOG1896	mRNA cleavage and polyadenylation factor II complex, subunit CFT1 (CPSF subunit)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6281	6111	KOG1780	Small Nuclear ribonucleoprotein G	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6289	6119	KOG0331	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6319	6149	KOG0108	mRNA cleavage and polyadenylation factor I complex, subunit RNA15	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6467	6297	KOG4207	Predicted splicing factor, SR protein superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6496	6326	KOG2771	Subunit of tRNA-specific adenosine-34 deaminase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6501	6331	KOG2191	RNA-binding protein NOVA1/PASILLA and related KH domain proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6556	6386	KOG0920	ATP-dependent RNA helicase A	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6632	6462	KOG0344	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6735	6565	KOG3172	Small nuclear ribonucleoprotein Sm D3	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6773	6603	KOG2600	U3 small nucleolar ribonucleoprotein (snoRNP) subunit - Mpp10p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6774	6604	KOG2600	U3 small nucleolar ribonucleoprotein (snoRNP) subunit - Mpp10p	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6801	6631	KOG1676	K-homology type RNA binding proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6836	6666	KOG0839	RNA Methylase, SpoU family	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6876	6706	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6879	6709	KOG0922	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6898	6728	KOG3934	Histone mRNA stem-loop binding protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6934	6764	KOG0922	DEAH-box RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6945	6775	KOG0341	DEAD-box protein abstrakt	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6996	6826	KOG0050	mRNA splicing protein CDC5 (Myb superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
6998	6828	KOG0330	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7092	6922	KOG0333	U5 snRNP-like RNA helicase subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7175	7005	KOG0350	DEAD-box ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7213	7043	KOG0105	Alternative splicing factor ASF/SF2 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7214	7044	KOG0105	Alternative splicing factor ASF/SF2 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7257	7087	KOG3172	Small nuclear ribonucleoprotein Sm D3	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7263	7093	KOG2044	5prime-3prime exonuclease HKE1/RAT1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7342	7172	KOG1795	U5 snRNP spliceosome subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7344	7174	KOG0128	RNA-binding protein SART3 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7605	7435	KOG1795	U5 snRNP spliceosome subunit	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7620	7450	KOG0326	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7642	7472	KOG0329	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7646	7476	KOG3013	Exosomal 3prime-5prime exoribonuclease complex, subunit Rrp4	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7725	7555	KOG1049	Polyadenylation factor I complex, subunit FIP1	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7849	7679	KOG0820	Ribosomal RNA adenine dimethylase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7894	7724	KOG3167	Box H/ACA snoRNP component, involved in ribosomal RNA pseudouridinylation	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7957	7787	KOG0838	RNA Methylase, SpoU family	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7971	7801	KOG2098	Predicted N6-adenine RNA methylase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
7981	7811	KOG0952	DNA/RNA helicase MER3/SLH1, DEAD-box superfamily	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8009	7839	KOG3673	FtsJ-like RNA methyltransferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8041	7871	KOG0117	Heterogeneous nuclear ribonucleoprotein R (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8056	7886	KOG0150	Spliceosomal protein FBP21	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8074	7904	KOG0117	Heterogeneous nuclear ribonucleoprotein R (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8140	7970	KOG3908	Queuine-tRNA ribosyltransferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8162	7992	KOG0338	ATP-dependent RNA helicase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8173	8003	KOG0284	Polyadenylation factor I complex, subunit PFS2	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8279	8109	KOG2191	RNA-binding protein NOVA1/PASILLA and related KH domain proteins	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8500	8330	KOG1122	tRNA and rRNA cytosine-C5-methylase (nucleolar protein NOL1/NOP2)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8506	8336	KOG0920	ATP-dependent RNA helicase A	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8569	8399	KOG0146	RNA-binding protein ETR-3 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8572	8402	KOG2574	mRNA splicing factor PRP31	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8573	8403	KOG2574	mRNA splicing factor PRP31	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8620	8450	KOG0106	Alternative splicing factor SRp55/B52/SRp75 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8627	8457	KOG2781	U3 small nucleolar ribonucleoprotein (snoRNP) component	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8642	8472	KOG1975	mRNA cap methyltransferase	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8644	8474	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8652	8482	KOG1919	RNA pseudouridylate synthases	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8725	8555	KOG0495	HAT repeat protein	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
8755	8585	KOG0146	RNA-binding protein ETR-3 (RRM superfamily)	RNA processing and modification  	INFORMATION STORAGE AND PROCESSING
