#proteinId	gotermId	goName	gotermType	goAcc
69078	2244	microtubule motor activity	molecular_function	GO:0003777
69078	4051	microtubule associated complex	cellular_component	GO:0005875
69078	5112	microtubule-based process	biological_process	GO:0007017
69079	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
69079	3736	ATP binding	molecular_function	GO:0005524
69079	4556	translation	biological_process	GO:0006412
69080	4968	multidrug transport	biological_process	GO:0006855
69080	8595	drug transporter activity	molecular_function	GO:0015238
69080	8647	antiporter activity	molecular_function	GO:0015297
69080	9320	membrane	cellular_component	GO:0016020
69081	2476	aldehyde reductase activity	molecular_function	GO:0004032
69083	4758	lipid metabolic process	biological_process	GO:0006629
69083	9986	hydrolase activity, acting on ester bonds	molecular_function	GO:0016788
69084	4916	polyphosphate biosynthetic process	biological_process	GO:0006799
69084	6587	polyphosphate kinase activity	molecular_function	GO:0008976
69084	6955	polyphosphate kinase complex	cellular_component	GO:0009358
69085	3724	calcium ion binding	molecular_function	GO:0005509
69087	162	nucleotide binding	molecular_function	GO:0000166
69087	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
69087	3736	ATP binding	molecular_function	GO:0005524
69087	2679	stromelysin 3 activity	molecular_function	GO:0004249
69087	5813	collagenase activity	molecular_function	GO:0008133
69087	5987	prenyl protein specific endopeptidase activity	molecular_function	GO:0008319
69087	13282	matrilysin-2 activity	molecular_function	GO:0030402
69089	25163	peroxiredoxin activity	molecular_function	GO:0051920
69090	5986	protein prenyltransferase activity	molecular_function	GO:0008318
69090	10681	protein amino acid prenylation	biological_process	GO:0018346
69090	3036	Rab-protein geranylgeranyltransferase activity	molecular_function	GO:0004663
69091	3740	sugar binding	molecular_function	GO:0005529
69092	3736	ATP binding	molecular_function	GO:0005524
69092	162	nucleotide binding	molecular_function	GO:0000166
69092	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
69092	2450	ATP-dependent DNA helicase activity	molecular_function	GO:0004003
69092	2451	ATP-dependent RNA helicase activity	molecular_function	GO:0004004
69092	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
69092	5778	DNA-dependent ATPase activity	molecular_function	GO:0008094
69092	5860	RNA-dependent ATPase activity	molecular_function	GO:0008186
69092	8800	protein-transmembrane transporting ATPase activity	molecular_function	GO:0015462
69092	10082	ATPase activity	molecular_function	GO:0016887
69092	10273	single-stranded DNA-dependent ATP-dependent DNA helicase activity	molecular_function	GO:0017116
69092	18132	ATPase activity, coupled	molecular_function	GO:0042623
69092	18133	ATPase activity, uncoupled	molecular_function	GO:0042624
69092	18134	ATPase activity, coupled to transmembrane movement of ions	molecular_function	GO:0042625
69092	18135	ATPase activity, coupled to transmembrane movement of substances	molecular_function	GO:0042626
69093	2290	catalytic activity	molecular_function	GO:0003824
69094	9320	membrane	cellular_component	GO:0016020
69094	12906	metal ion transport	biological_process	GO:0030001
69094	21296	metal ion transmembrane transporter activity	molecular_function	GO:0046873
69096	3727	protein binding	molecular_function	GO:0005515
69096	4639	proteolysis	biological_process	GO:0006508
69096	5908	serine-type peptidase activity	molecular_function	GO:0008236
69098	2888	monooxygenase activity	molecular_function	GO:0004497
69098	4283	electron transport	biological_process	GO:0006118
69098	4851	aromatic compound metabolic process	biological_process	GO:0006725
69098	5830	metabolic process	biological_process	GO:0008152
69098	9710	oxidoreductase activity	molecular_function	GO:0016491
69098	10964	salicylate 1-monooxygenase activity	molecular_function	GO:0018658
69099	9710	oxidoreductase activity	molecular_function	GO:0016491
69100	5830	metabolic process	biological_process	GO:0008152
69100	9710	oxidoreductase activity	molecular_function	GO:0016491
69100	2750	glucose dehydrogenase activity	molecular_function	GO:0004344
69100	10756	pinocarveol dehydrogenase activity	molecular_function	GO:0018446
69100	10757	chloral hydrate dehydrogenase activity	molecular_function	GO:0018447
69100	10758	hydroxymethylmethylsilanediol oxidase activity	molecular_function	GO:0018448
69100	10759	1-phenylethanol dehydrogenase activity	molecular_function	GO:0018449
69100	10760	myrtenol dehydrogenase activity	molecular_function	GO:0018450
69100	17983	versicolorin reductase activity	molecular_function	GO:0042469
69100	20156	ketoreductase activity	molecular_function	GO:0045703
69101	3737	GTP binding	molecular_function	GO:0005525
69101	4743	SRP-dependent cotranslational protein targeting to membrane	biological_process	GO:0006614
69101	5980	7S RNA binding	molecular_function	GO:0008312
69101	9320	membrane	cellular_component	GO:0016020
69101	162	nucleotide binding	molecular_function	GO:0000166
69101	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
69101	22828	signal recognition particle	cellular_component	GO:0048500
69103	9292	ATP synthesis coupled proton transport	biological_process	GO:0015986
69103	9691	proton-transporting two-sector ATPase complex	cellular_component	GO:0016469
69103	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
69106	62	tRNA binding	molecular_function	GO:0000049
69106	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
69106	19231	pyrrolysyl-tRNA synthetase activity	molecular_function	GO:0043767
69106	19280	phosphoserine-tRNA(Cys) ligase activity	molecular_function	GO:0043816
69109	3736	ATP binding	molecular_function	GO:0005524
69109	4927	transport	biological_process	GO:0006810
69109	8976	ATPase activity, coupled to transmembrane movement of ions, phosphorylative mechanism	molecular_function	GO:0015662
69109	9320	membrane	cellular_component	GO:0016020
69109	4929	cation transport	biological_process	GO:0006812
69109	8444	monovalent inorganic cation transmembrane transporter activity	molecular_function	GO:0015077
69109	8985	monovalent inorganic cation transport	biological_process	GO:0015672
69109	9321	integral to membrane	cellular_component	GO:0016021
69109	10015	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	GO:0016820
69109	3671	sodium:potassium-exchanging ATPase activity	molecular_function	GO:0005391
69110	3838	nucleus	cellular_component	GO:0005634
69111	2176	DNA binding	molecular_function	GO:0003677
69111	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
69111	4499	transcription	biological_process	GO:0006350
69112	21589	shikimate O-hydroxycinnamoyltransferase activity	molecular_function	GO:0047172
69113	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
69113	4143	carbohydrate metabolic process	biological_process	GO:0005975
69114	737	ossification	biological_process	GO:0001503
69114	5240	cell adhesion	biological_process	GO:0007155
69116	2228	translation initiation factor activity	molecular_function	GO:0003743
69116	4557	translational initiation	biological_process	GO:0006413
69116	2216	RNA binding	molecular_function	GO:0003723
69117	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
69117	7255	hydrogen-translocating pyrophosphatase activity	molecular_function	GO:0009678
69117	9298	proton transport	biological_process	GO:0015992
69117	9320	membrane	cellular_component	GO:0016020
69121	4143	carbohydrate metabolic process	biological_process	GO:0005975
69121	10063	intramolecular transferase activity, phosphotransferases	molecular_function	GO:0016868
69121	2989	phosphomannomutase activity	molecular_function	GO:0004615
69125	9321	integral to membrane	cellular_component	GO:0016021
69127	3972	endoplasmic reticulum	cellular_component	GO:0005783
69127	9321	integral to membrane	cellular_component	GO:0016021
69128	5794	nicotinamide N-methyltransferase activity	molecular_function	GO:0008112
69132	3166	triacylglycerol lipase activity	molecular_function	GO:0004806
69132	4758	lipid metabolic process	biological_process	GO:0006629
69133	4037	cytoskeleton	cellular_component	GO:0005856
69133	12940	actin filament polymerization	biological_process	GO:0030041
69135	2548	coproporphyrinogen oxidase activity	molecular_function	GO:0004109
69135	3930	cytoplasm	cellular_component	GO:0005737
69135	4896	porphyrin biosynthetic process	biological_process	GO:0006779
69135	2290	catalytic activity	molecular_function	GO:0003824
69135	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
69135	25232	coproporphyrinogen dehydrogenase activity	molecular_function	GO:0051989
69136	2175	nucleic acid binding	molecular_function	GO:0003676
69137	3721	iron ion binding	molecular_function	GO:0005506
69137	4283	electron transport	biological_process	GO:0006118
69137	6664	electron carrier activity	molecular_function	GO:0009055
69137	13917	heat shock protein binding	molecular_function	GO:0031072
69140	2198	RNA polymerase II transcription factor activity	molecular_function	GO:0003702
69140	3838	nucleus	cellular_component	GO:0005634
69140	4501	transcription initiation	biological_process	GO:0006352
69142	3037	prephenate dehydratase activity	molecular_function	GO:0004664
69142	6703	L-phenylalanine biosynthetic process	biological_process	GO:0009094
69142	5830	metabolic process	biological_process	GO:0008152
69142	9805	amino acid binding	molecular_function	GO:0016597
69146	3736	ATP binding	molecular_function	GO:0005524
69146	4440	DNA repair	biological_process	GO:0006281
69146	13720	Mre11 complex	cellular_component	GO:0030870
69152	3736	ATP binding	molecular_function	GO:0005524
69152	10082	ATPase activity	molecular_function	GO:0016887
69152	162	nucleotide binding	molecular_function	GO:0000166
69152	10269	nucleoside-triphosphatase activity	molecular_function	GO:0017111
69154	3570	voltage-gated calcium channel activity	molecular_function	GO:0005245
69154	4065	voltage-gated calcium channel complex	cellular_component	GO:0005891
69154	4933	calcium ion transport	biological_process	GO:0006816
69154	3547	ion channel activity	molecular_function	GO:0005216
69154	4928	ion transport	biological_process	GO:0006811
69154	9320	membrane	cellular_component	GO:0016020
69156	3727	protein binding	molecular_function	GO:0005515
69157	4929	cation transport	biological_process	GO:0006812
69157	5991	cation transmembrane transporter activity	molecular_function	GO:0008324
69157	9320	membrane	cellular_component	GO:0016020
69160	3724	calcium ion binding	molecular_function	GO:0005509
69160	2925	poly(A)-specific ribonuclease activity	molecular_function	GO:0004535
69161	2290	catalytic activity	molecular_function	GO:0003824
69161	24783	iron-sulfur cluster binding	molecular_function	GO:0051536
69164	6284	amino acid biosynthetic process	biological_process	GO:0008652
69164	2514	aspartate kinase activity	molecular_function	GO:0004072
69164	5830	metabolic process	biological_process	GO:0008152
69164	9805	amino acid binding	molecular_function	GO:0016597
69165	162	nucleotide binding	molecular_function	GO:0000166
69165	3172	aminoacyl-tRNA ligase activity	molecular_function	GO:0004812
69165	3736	ATP binding	molecular_function	GO:0005524
69165	3930	cytoplasm	cellular_component	GO:0005737
69165	4556	translation	biological_process	GO:0006412
69165	4567	glutamyl-tRNA aminoacylation	biological_process	GO:0006424
69165	4561	tRNA aminoacylation for protein translation	biological_process	GO:0006418
69165	3179	glutamine-tRNA ligase activity	molecular_function	GO:0004819
69165	4568	glutaminyl-tRNA aminoacylation	biological_process	GO:0006425
69166	3935	mitochondrial inner membrane	cellular_component	GO:0005743
69166	6212	protein transporter activity	molecular_function	GO:0008565
69166	8400	protein transport	biological_process	GO:0015031
69167	3727	protein binding	molecular_function	GO:0005515
69167	5939	zinc ion binding	molecular_function	GO:0008270
69168	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
69168	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
69169	29	phosphopyruvate hydratase complex	cellular_component	GO:0000015
69169	3008	phosphopyruvate hydratase activity	molecular_function	GO:0004634
69169	4261	glycolysis	biological_process	GO:0006096
69170	2989	phosphomannomutase activity	molecular_function	GO:0004615
69170	3930	cytoplasm	cellular_component	GO:0005737
69170	11573	mannose biosynthetic process	biological_process	GO:0019307
69170	2290	catalytic activity	molecular_function	GO:0003824
69170	5830	metabolic process	biological_process	GO:0008152
69172	9350	carbohydrate biosynthetic process	biological_process	GO:0016051
69172	9957	transferase activity, transferring hexosyl groups	molecular_function	GO:0016758
69172	2430	UDP-glucose:glycoprotein glucosyltransferase activity	molecular_function	GO:0003980
69172	4618	protein amino acid glycosylation	biological_process	GO:0006486
69172	24	alpha-1,6-mannosyltransferase activity	molecular_function	GO:0000009
69172	42	alpha-1,2-mannosyltransferase activity	molecular_function	GO:0000026
69172	45	mannosyltransferase activity	molecular_function	GO:0000030
69172	48	alpha-1,3-mannosyltransferase activity	molecular_function	GO:0000033
69172	1170	alpha-1,3-galactosyltransferase activity	molecular_function	GO:0001962
69172	2782	glycolipid mannosyltransferase activity	molecular_function	GO:0004376
69172	2953	oligosaccharyl transferase activity	molecular_function	GO:0004576
69172	2959	dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity	molecular_function	GO:0004583
69172	6039	acetylglucosaminyltransferase activity	molecular_function	GO:0008375
69172	6040	acetylgalactosaminyltransferase activity	molecular_function	GO:0008376
69172	6042	galactosyltransferase activity	molecular_function	GO:0008378
69172	6077	fucosyltransferase activity	molecular_function	GO:0008417
69172	6376	O antigen polymerase activity	molecular_function	GO:0008755
69172	6535	lipopolysaccharide-1,6-galactosyltransferase activity	molecular_function	GO:0008921
69172	9532	UDP-N-acetylglucosamine-peptide N-acetylglucosaminyltransferase activity	molecular_function	GO:0016253
69172	9958	cellulose synthase activity	molecular_function	GO:0016759
69172	11017	9-phenanthrol UDP-glucuronosyltransferase activity	molecular_function	GO:0018715
69172	11018	1-phenanthrol glycosyltransferase activity	molecular_function	GO:0018716
69172	11019	9-phenanthrol glycosyltransferase activity	molecular_function	GO:0018717
69172	11020	1,2-dihydroxy-phenanthrene glycosyltransferase activity	molecular_function	GO:0018718
69172	11396	phenanthrol glycosyltransferase activity	molecular_function	GO:0019112
69172	11466	beta-1,4-mannosyltransferase activity	molecular_function	GO:0019187
69172	14119	alpha-1,2-galactosyltransferase activity	molecular_function	GO:0031278
69172	16390	dolichyl pyrophosphate Man7GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0033556
69172	17801	dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042281
69172	17803	dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity	molecular_function	GO:0042283
69172	19616	inositol phosphoceramide synthase activity	molecular_function	GO:0045140
69172	20962	glucosyltransferase activity	molecular_function	GO:0046527
69172	21342	alpha(1,3)-fucosyltransferase activity	molecular_function	GO:0046920
69172	21343	alpha(1,6)-fucosyltransferase activity	molecular_function	GO:0046921
69173	2175	nucleic acid binding	molecular_function	GO:0003676
69174	2216	RNA binding	molecular_function	GO:0003723
69175	4174	glucose metabolic process	biological_process	GO:0006006
69175	6557	glyceraldehyde-3-phosphate dehydrogenase activity	molecular_function	GO:0008943
69175	24535	NAD binding	molecular_function	GO:0051287
69175	21517	glyceraldehyde-3-phosphate dehydrogenase (NADP+) (phosphorylating) activity	molecular_function	GO:0047100
69177	4591	protein folding	biological_process	GO:0006457
69177	9551	prefoldin complex	cellular_component	GO:0016272
69177	24336	unfolded protein binding	molecular_function	GO:0051082
69178	2961	ornithine carbamoyltransferase activity	molecular_function	GO:0004585
69178	4650	amino acid metabolic process	biological_process	GO:0006520
69178	6945	ornithine carbamoyltransferase complex	cellular_component	GO:0009348
69178	9805	amino acid binding	molecular_function	GO:0016597
69178	9943	carboxyl- or carbamoyltransferase activity	molecular_function	GO:0016743
69179	3727	protein binding	molecular_function	GO:0005515
69179	9366	RNA metabolic process	biological_process	GO:0016070
69179	3708	binding	molecular_function	GO:0005488
69180	3052	protein kinase CK2 activity	molecular_function	GO:0004682
69184	2585	dihydrolipoamide branched chain acyltransferase activity	molecular_function	GO:0004147
69184	2803	H2A/H2B histone acetyltransferase activity	molecular_function	GO:0004405
69184	2804	H3/H4 histone acetyltransferase activity	molecular_function	GO:0004406
69184	5765	N-acetyltransferase activity	molecular_function	GO:0008080
69184	6038	O-acyltransferase activity	molecular_function	GO:0008374
69184	6075	acyltransferase activity	molecular_function	GO:0008415
69184	6565	palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity	molecular_function	GO:0008951
69184	9635	carnitine O-acyltransferase activity	molecular_function	GO:0016406
69184	9636	acetyltransferase activity	molecular_function	GO:0016407
69184	9637	C-acyltransferase activity	molecular_function	GO:0016408
69184	9638	palmitoyltransferase activity	molecular_function	GO:0016409
69184	9639	N-acyltransferase activity	molecular_function	GO:0016410
69184	9640	acylglycerol O-acyltransferase activity	molecular_function	GO:0016411
69184	9641	serine O-acyltransferase activity	molecular_function	GO:0016412
69184	9642	O-acetyltransferase activity	molecular_function	GO:0016413
69184	9643	O-octanoyltransferase activity	molecular_function	GO:0016414
69184	9644	octanoyltransferase activity	molecular_function	GO:0016415
69184	9645	O-palmitoyltransferase activity	molecular_function	GO:0016416
69184	9646	S-acyltransferase activity	molecular_function	GO:0016417
69184	9647	S-acetyltransferase activity	molecular_function	GO:0016418
69184	9648	S-malonyltransferase activity	molecular_function	GO:0016419
69184	9649	malonyltransferase activity	molecular_function	GO:0016420
69184	9676	C-palmitoyltransferase activity	molecular_function	GO:0016454
69184	9947	succinyltransferase activity	molecular_function	GO:0016748
69184	9948	N-succinyltransferase activity	molecular_function	GO:0016749
69184	9949	O-succinyltransferase activity	molecular_function	GO:0016750
69184	9950	S-succinyltransferase activity	molecular_function	GO:0016751
69184	9951	sinapoyltransferase activity	molecular_function	GO:0016752
69184	9952	O-sinapoyltransferase activity	molecular_function	GO:0016753
69184	10381	peptidyl-lysine N6-myristoyltransferase activity	molecular_function	GO:0018030
69184	10382	peptidyl-lysine N6-palmitoyltransferase activity	molecular_function	GO:0018031
69184	11014	benzoyl acetate-CoA thiolase activity	molecular_function	GO:0018711
69184	11015	3-hydroxybutyryl-CoA thiolase activity	molecular_function	GO:0018712
69184	11016	3-ketopimelyl-CoA thiolase activity	molecular_function	GO:0018713
69184	11390	N-palmitoyltransferase activity	molecular_function	GO:0019105
69184	11391	myristoyltransferase activity	molecular_function	GO:0019107
69184	11465	acyl-CoA N-acyltransferase activity	molecular_function	GO:0019186
69184	11963	protein-cysteine S-myristoyltransferase activity	molecular_function	GO:0019705
69184	11964	protein-cysteine S-palmitoleyltransferase activity	molecular_function	GO:0019706
69184	11965	protein-cysteine S-acyltransferase activity	molecular_function	GO:0019707
69184	15051	glucosaminyl-phosphotidylinositol O-acyltransferase activity	molecular_function	GO:0032216
69184	19206	L-2-aminoadipate N-acetyltransferase activity	molecular_function	GO:0043741
69184	19228	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity	molecular_function	GO:0043764
69184	19270	keto acid formate lyase activity	molecular_function	GO:0043806
69184	19313	Ras palmitoyltransferase activity	molecular_function	GO:0043849
69184	21363	azetidine-2-carboxylic acid acetyltransferase activity	molecular_function	GO:0046941
69186	9367	mRNA metabolic process	biological_process	GO:0016071
69186	13392	ribonucleoprotein complex	cellular_component	GO:0030529
69187	3433	Rab GTPase activator activity	molecular_function	GO:0005097
69187	3827	intracellular	cellular_component	GO:0005622
69187	15148	regulation of Rab GTPase activity	biological_process	GO:0032313
69188	4591	protein folding	biological_process	GO:0006457
69189	2216	RNA binding	molecular_function	GO:0003723
69191	2176	DNA binding	molecular_function	GO:0003677
69191	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
69191	4499	transcription	biological_process	GO:0006350
69191	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
69191	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
69191	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
69191	16888	RNA polymerase activity	molecular_function	GO:0034062
69193	6632	tRNA (uracil-5-)-methyltransferase activity	molecular_function	GO:0009021
69194	2175	nucleic acid binding	molecular_function	GO:0003676
69194	5939	zinc ion binding	molecular_function	GO:0008270
69194	5721	tRNA processing	biological_process	GO:0008033
69194	10306	tRNA dihydrouridine synthase activity	molecular_function	GO:0017150
69194	23919	FAD binding	molecular_function	GO:0050660
69197	3043	protein kinase activity	molecular_function	GO:0004672
69197	3736	ATP binding	molecular_function	GO:0005524
69197	4602	protein amino acid phosphorylation	biological_process	GO:0006468
69197	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
69197	3708	binding	molecular_function	GO:0005488
69198	2175	nucleic acid binding	molecular_function	GO:0003676
69199	6212	protein transporter activity	molecular_function	GO:0008565
69199	8400	protein transport	biological_process	GO:0015031
69199	6903	protein secretion	biological_process	GO:0009306
69199	8790	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	GO:0015450
69199	9320	membrane	cellular_component	GO:0016020
69199	9321	integral to membrane	cellular_component	GO:0016021
69201	5765	N-acetyltransferase activity	molecular_function	GO:0008080
69201	5830	metabolic process	biological_process	GO:0008152
69202	3727	protein binding	molecular_function	GO:0005515
69202	4994	intracellular protein transport	biological_process	GO:0006886
69202	9480	vesicle-mediated transport	biological_process	GO:0016192
69202	3530	structural molecule activity	molecular_function	GO:0005198
69202	4595	protein complex assembly	biological_process	GO:0006461
69202	6212	protein transporter activity	molecular_function	GO:0008565
69202	13024	clathrin coat of trans-Golgi network vesicle	cellular_component	GO:0030130
69202	13026	clathrin coat of coated pit	cellular_component	GO:0030132
69202	3708	binding	molecular_function	GO:0005488
69203	20006	9-cis-epoxycarotenoid dioxygenase activity	molecular_function	GO:0045549
69205	2216	RNA binding	molecular_function	GO:0003723
69205	4541	RNA processing	biological_process	GO:0006396
69205	5851	RNA methyltransferase activity	molecular_function	GO:0008173
69205	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
69205	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
69205	5847	C-methyltransferase activity	molecular_function	GO:0008169
69205	5848	N-methyltransferase activity	molecular_function	GO:0008170
69205	5849	O-methyltransferase activity	molecular_function	GO:0008171
69205	5850	S-methyltransferase activity	molecular_function	GO:0008172
69205	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
69205	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
69205	5945	protein methyltransferase activity	molecular_function	GO:0008276
